web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href,next_page9,next_page9-href
"1572917156-8181","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/3801-Clay-Bank-Rd-Fairfield-CA-94533/111934577_zpid/","Fairfield, CA 94533","Auction","3801 Clay Bank Rd,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","null","4","null","null","$553,473","Single Family","2010","Forced air","Central","Single Family","10,454 sqft","$2,756/mo","6","3","3","{""targetDiv"":""gpt-ad-49c848ee-b549-465a-bb24-9c236a0083c9"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94533"",""aamgnrc1"":""3801 Clay Bank Rd"",""mlat"":""38.290495"",""bd"":""4"",""fsbid"":""16886"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvg00n552915j0000000000.jpg"",""zusr"":""true"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""111934577"",""yrblt"":""2010-2019"",""lot"":""2"",""listtp"":""buy_foreclosure"",""stale"":""yes"",""zguidh"":""5060987918612559048"",""premieragent"":""no"",""sqftrange"":""2000-2499"",""price"":""553473"",""sqft"":""2352"",""posting_url"":""http://www.auction.com/details/3801-clay-bank-rd-fairfield-ca-94533-2676759-e_13807/?utm_source=zillow&utm_medium=feed&utm_campaign=trustee&utm_name=partner"",""mlong"":""-122.009351"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k""}}","null","null","null","null","","","","","","","",""
"1572917927-8578","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/5332-Venus-Dr-Fairfield-CA-94534/15722488_zpid/","Fairfield, CA 94534","Coming soon: Nov 8.","5332 Venus Dr,","","","","","","","","","1,786","4","4","$537,509","$549,888","Single Family","1997","Forced air","Central","Single Family","5,942 sqft","$2,750/mo","8","8","7","{""targetDiv"":""gpt-ad-b7f603bc-2e88-43c1-a4c7-16b78a96a8ee"",""slot"":""zillow/property_details/buy_comingsoon/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""5332 Venus Dr"",""bd"":""4"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15722488"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_comingsoon"",""zguidh"":""8981363205278568968"",""sqftrange"":""1500-1999"",""price"":""549888"",""sqft"":""1786"",""posting_url"":"""",""mlong"":""-122.151084"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94534"",""mlat"":""38.21578"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnaeonm9s8w1c1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""1990-1999"",""zestimate"":""537509"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916910-8030","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/4449-Tolenas-Rd-Fairfield-CA-94533/15650489_zpid/","Fairfield, CA 94533","Pre-foreclosure / auction","4449 Tolenas Rd,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","null","3","null","$570,191","$570,191","Single Family","1968","Other","No Data","Single Family","2.4 acres","null","2","3","3","{""targetDiv"":""gpt-ad-2acc44ac-6989-4478-ae8b-3e9852c2f0d6"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94533"",""aamgnrc1"":""4449 Tolenas Rd"",""mlat"":""38.259432"",""bd"":""3"",""z_listing_image_url"":"""",""zusr"":""true"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15650489"",""price_band"":""z600"",""yrblt"":""1960-1969"",""zestimate"":""613109"",""lot"":""7"",""zestibuck"":""600-699k"",""listtp"":""buy_foreclosure"",""zguidh"":""-7787100995281615053"",""premieragent"":""no"",""sqftrange"":""2000-2499"",""price"":""613109"",""sqft"":""2187"",""posting_url"":"""",""mlong"":""-121.999611"",""state"":""CA"",""prange"":""600-699k""}}","null","null","null","null","NEXT","https://www.zillow.com/fairfield-ca/6_p/","","","","","",""
"1572916766-7944","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/349-Zinnia-Ct-Fairfield-CA-94533/15727873_zpid/","Fairfield, CA 94533","Pre-foreclosure","349 Zinnia Ct,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","1,426","3","2","$371,086","$371,086","Single Family","1973","Other","No Data","Single Family","7,405 sqft","null","6","3","3","{""targetDiv"":""gpt-ad-91f264a2-038d-40a5-a4fc-484ebdcde981"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""349 Zinnia Ct"",""bd"":""3"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15727873"",""lot"":""2"",""zestibuck"":""350-399k"",""listtp"":""buy_foreclosure"",""zguidh"":""6882879200961792664"",""sqftrange"":""1000-1499"",""price"":""342000"",""sqft"":""1426"",""posting_url"":"""",""mlong"":""-122.038203"",""state"":""CA"",""park"":""yes"",""prange"":""300-349k"",""zip"":""94533"",""mlat"":""38.283912"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISu8qys6lcy6jg0000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1970-1979"",""zestimate"":""399018"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/fairfield-ca/6_p/","NEXT","https://www.zillow.com/fairfield-ca/7_p/","","","",""
"1572917366-8313","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/2146-Wylie-Pl-Fairfield-CA-94533/15734133_zpid/","Fairfield, CA 94533","For sale","2146 Wylie Pl,","","","","","4","https://www.zillow.com/fairfield-ca/4_p/","","","1,208","3","2","null","$380,000","Single Family","1974","Forced air","Central","Single Family","6,534 sqft","$2,100/mo","2","3","3","{""targetDiv"":""gpt-ad-7a35ad0c-2595-4763-8f95-b2d3695168f5"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2146 Wylie Pl"",""bd"":""3"",""fsbid"":""2877"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15734133"",""lot"":""2"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-2992803413234789432"",""sqftrange"":""1000-1499"",""price"":""380000"",""sqft"":""1208"",""posting_url"":""http://www.coldwellbanker.com/listingdetail/CBSS6WJD/"",""mlong"":""-122.003041"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94533"",""mlat"":""38.268949"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvsterpf68o221000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1970-1979"",""zestimate"":""380002"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917351-8303","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/2245-Currier-Pl-Fairfield-CA-94533/15733782_zpid/","Fairfield, CA 94533","Pre-foreclosure","2245 Currier Pl,","","","","","4","https://www.zillow.com/fairfield-ca/4_p/","","","1,438","3","2","$338,102","$338,102","Single Family","1972","Other","Central","Single Family","6,098 sqft","null","2","3","3","{""targetDiv"":""gpt-ad-0a67ea8d-96be-42e9-91c5-292d329458d5"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2245 Currier Pl"",""bd"":""3"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15733782"",""lot"":""2"",""zestibuck"":""350-399k"",""listtp"":""buy_foreclosure"",""zguidh"":""6117534665454100236"",""sqftrange"":""1000-1499"",""price"":""307500"",""sqft"":""1438"",""posting_url"":"""",""mlong"":""-122.005728"",""state"":""CA"",""park"":""yes"",""prange"":""300-349k"",""zip"":""94533"",""mlat"":""38.269928"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISmu9e0xzc87o11000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1970-1979"",""zestimate"":""363551"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916571-7815","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/2424-Dawn-Way-Fairfield-CA-94533/15731303_zpid/","Fairfield, CA 94533","Pre-foreclosure","2424 Dawn Way,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","1,833","4","2","$413,876","$413,876","Single Family","1990","Other","Central","Single Family","6,588 sqft","null","4","3","3","{""targetDiv"":""gpt-ad-d473a898-e5f3-4ff3-93ec-b3e0d7d2bc27"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2424 Dawn Way"",""bd"":""4"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15731303"",""lot"":""2"",""zestibuck"":""400-449k"",""listtp"":""buy_foreclosure"",""zguidh"":""-7039769713920260468"",""sqftrange"":""1500-1999"",""price"":""445028"",""sqft"":""1833"",""posting_url"":"""",""mlong"":""-122.018016"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94533"",""mlat"":""38.274812"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1990-1999"",""zestimate"":""445028"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/fairfield-ca/6_p/","NEXT","https://www.zillow.com/fairfield-ca/7_p/","NEXT","https://www.zillow.com/fairfield-ca/8_p/","",""
"1572916757-7938","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/Address-Withheld-By-Seller-Fairfield-CA-94533/2084283721_zpid/","Fairfield, CA 94533","For sale","Address Withheld By Seller,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","2,107","3","2","null","$995,000","Single Family","2007","No Data","No Data","Single Family","2.4 acres","$4,615/mo","4","3","3","{""targetDiv"":""gpt-ad-ddaa00c0-5007-4bbc-b172-d778c9543d76"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""Address Withheld By Seller"",""bd"":""3"",""fsbid"":""3031"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""2084283721"",""lot"":""7"",""zestibuck"":""900-999k"",""listtp"":""buy_agent"",""zguidh"":""2352128766881638979"",""sqftrange"":""2000-2499"",""price"":""995000"",""sqft"":""2107"",""posting_url"":""http://www.century21.com/property/4480-Olive-Ave-Fairfield-CA-94533/11817112/detail"",""mlong"":""-122.013899"",""state"":""CA"",""prange"":""900-999k"",""zip"":""94533"",""mlat"":""38.279974"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnico4txsjaqm0000000000.jpg"",""zusr"":""true"",""price_band"":""z900"",""yrblt"":""2000-2009"",""zestimate"":""963307"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/fairfield-ca/6_p/","NEXT","https://www.zillow.com/fairfield-ca/7_p/","","","",""
"1572917260-8247","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/community/avery-at-villages/2087692925_zpid/","Fairfield, CA 94533","New construction","Buildable plan: Alton, Avery at the Villages,","","","","","4","https://www.zillow.com/fairfield-ca/4_p/","","","2,105","4","3","None","$550,000","Single Family","2019","No Data","No Data","Single Family","No Data","null","4","3","3","{""targetDiv"":""gpt-ad-5f9d4797-4e72-45a5-90fd-d55938982b78"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" A9XE1Z"",""aamgnrc1"":""3008 Muse Way"",""bd"":""4"",""fsbid"":""13425"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""2087692925"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2000-2499"",""price"":""550000"",""sqft"":""2105"",""posting_url"":""http://www.discoveryhomes.com/fairfield-ca/avery-at-the-villages?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=38596&nhf_listing_type=community&utm_term=comm_AveryattheVillages&utm_campaign=Fairfield%2FCA"",""state"":""CA"",""mlong"":""-122.002769"",""cnty"":""Solano"",""prange"":""500-599k"",""zip"":""94533"",""mlat"":""38.281468"",""plid"":""13886710"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISi7l8c13erpff1000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""13425-789147"",""dma"":""35""}}","null","null","null","null","","","","","","","",""
"1572916635-7864","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/2472-Sunrise-Dr-Fairfield-CA-94533/15730834_zpid/","Fairfield, CA 94533","Pre-foreclosure","2472 Sunrise Dr,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","null","3","null","$364,103","$364,103","Single Family","1972","Other","Central","Single Family","6,969 sqft","null","4","3","3","{""targetDiv"":""gpt-ad-bb419c68-143e-4e8e-b2f1-c5583279e1f8"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2472 Sunrise Dr"",""bd"":""3"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15730834"",""lot"":""2"",""zestibuck"":""350-399k"",""listtp"":""buy_foreclosure"",""zguidh"":""1095215717598783818"",""sqftrange"":""1000-1499"",""price"":""391509"",""sqft"":""1332"",""posting_url"":"""",""mlong"":""-122.02571"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94533"",""mlat"":""38.275402"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1970-1979"",""zestimate"":""391509"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/fairfield-ca/6_p/","NEXT","https://www.zillow.com/fairfield-ca/7_p/","NEXT","https://www.zillow.com/fairfield-ca/8_p/","",""
"1572917811-8532","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/808-Illinois-St-Fairfield-CA-94533/15644462_zpid/","Fairfield, CA 94533","For sale","808 Illinois St,","","","","","","","","","1,096","2","1","$379,000","$379,000","Single Family","1954","Other","No Data","Single Family","7,405 sqft","$1,990/mo","3","2","5","{""targetDiv"":""gpt-ad-93856c27-4e19-4fb5-ae7a-04dd888a1c75"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""808 Illinois St"",""bd"":""2"",""fsbid"":""13601"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15644462"",""lot"":""2"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""zguidh"":""-3045675263312848520"",""sqftrange"":""1000-1499"",""price"":""379000"",""sqft"":""1096"",""posting_url"":""http://greathomes.org/mls/property/21926581"",""mlong"":""-122.043676"",""state"":""CA"",""prange"":""350-399k"",""zip"":""94533"",""mlat"":""38.243985"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnio52cwyqwhp1000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1940-1959"",""zestimate"":""379000"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917103-8148","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/1048-Hawk-Ln-Fairfield-CA-94533/15733257_zpid/","Fairfield, CA 94533","For sale","1048 Hawk Ln,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","1,584","4","2","$435,002","$435,000","Single Family","1966","Other","None","Single Family","5,662 sqft","$2,250/mo","2","3","3","{""targetDiv"":""gpt-ad-dfc9340d-c719-4384-b908-494708da407d"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1048 Hawk Ln"",""bd"":""4"",""fsbid"":""14311"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""15733257"",""lot"":""2"",""zestibuck"":""400-449k"",""listtp"":""buy_agent"",""zguidh"":""6595746425094191616"",""sqftrange"":""1500-1999"",""price"":""435000"",""sqft"":""1584"",""posting_url"":"""",""mlong"":""-122.014395"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94533"",""mlat"":""38.269823"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISr1etx0pziqej0000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1960-1969"",""zestimate"":""435002"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916789-7959","https://www.zillow.com/homes/fairfield-CA_rb/","","https://www.zillow.com/homedetails/4903-Ridgefield-Cir-Fairfield-CA-94534/69027990_zpid/","Fairfield, CA 94534","Pre-foreclosure","4903 Ridgefield Cir,","","","","","","","5","https://www.zillow.com/fairfield-ca/5_p/","3,411","5","2.5","$630,708","$630,708","Single Family","2006","Other","Central","Single Family","8,712 sqft","null","7","8","7","{""targetDiv"":""gpt-ad-ea3e2af6-e8f8-4d4f-aabb-3b074d117b9d"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""4903 Ridgefield Cir"",""bd"":""5"",""city"":""Fairfield"",""proptp"":""sfh"",""pid"":""69027990"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_foreclosure"",""zguidh"":""7010108975287368243"",""sqftrange"":""3000-3499"",""price"":""678181"",""sqft"":""3411"",""posting_url"":"""",""mlong"":""-122.139389"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94534"",""mlat"":""38.166789"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISuwodinvj6x0z0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2000-2009"",""zestimate"":""678181"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/fairfield-ca/6_p/","NEXT","https://www.zillow.com/fairfield-ca/7_p/","","","",""
