web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href,next_page9,next_page9-href
"1572917627-8456","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/216-Fruitwood-Cmn-Brentwood-CA-94513/18283721_zpid/","Brentwood, CA 94513","For sale","216 Fruitwood Cmn,","","","3","https://www.zillow.com/brentwood-ca/3_p/","","","","","1,480","3","3","$450,951","$450,950","Single Family","1984","Forced air","Central","Single Family","5,279 sqft","$2,400/mo","4","6","7","{""targetDiv"":""gpt-ad-e62a203d-c90b-41ca-b943-ef7c3ac19899"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""216 Fruitwood Cmn"",""bd"":""3"",""fsbid"":""15463"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""18283721"",""lot"":""1"",""zestibuck"":""450-499k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-9219005546137476395"",""sqftrange"":""1000-1499"",""price"":""450950"",""sqft"":""1480"",""posting_url"":""http://www.rollinslakerealty.com"",""mlong"":""-121.692402"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""94513"",""mlat"":""37.951169"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISybr0jwgw7jug0000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1980-1989"",""zestimate"":""450951"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916671-7886","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/2700-empire/2083378603_zpid/","Brentwood, CA 94513","New construction","2680 Claudia Ln,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","2,376","3","3","None","$627,720","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","8","7","{""targetDiv"":""gpt-ad-69618702-7cd3-4138-b704-023af7a45378"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" O9ZQG5"",""aamgnrc1"":""Empire Avenue & Claudia Ln"",""bd"":""3"",""fsbid"":""13050"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2083784517"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2000-2499"",""price"":""627720"",""sqft"":""2376"",""posting_url"":""https://www.khov.com/find-new-homes/california/brentwood/94531/k-hovnanian-homes/2700-empire?ref=ZLO"",""state"":""CA"",""mlong"":""-121.732359"",""cnty"":""Contra_Costa"",""prange"":""600-699k"",""zip"":""94531"",""mlat"":""37.964668"",""plid"":""13414524"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISma6i9d5hwfod0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""627721"",""premieragent"":""no"",""builderChatId"":""13050-813715"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","NEXT","https://www.zillow.com/brentwood-ca/8_p/","",""
"1572917095-8143","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/550-Camino-Diablo-Brentwood-CA-94513/2082961240_zpid/","Brentwood, CA 94513","For sale by owner","550 Camino Diablo,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","null","10 acres","null","None","$550,000","null","null","null","null","null","null","$2,795/mo","7","6","7","{""targetDiv"":""gpt-ad-2d636418-4042-4e98-89f4-89d386dfc64c"",""slot"":""zillow/property_details/buy_owner/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94513"",""aamgnrc1"":""550 Camino Diablo"",""mlat"":""37.872334"",""bd"":""0"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvoadavyr7fpt0000000000.jpg"",""zusr"":""true"",""city"":""Brentwood"",""proptp"":""lot"",""pid"":""2082961240"",""lot"":""8,9"",""listtp"":""buy_owner"",""zguidh"":""3235773074260862775"",""premieragent"":""no"",""price"":""550000"",""posting_url"":"""",""mlong"":""-121.689854"",""state"":""CA"",""prange"":""500-599k""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","","","","","",""
"1572916520-7783","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/terrene/301028400_zpid/","Brentwood, CA 94513","New construction","144 Scott Creek Way,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","2,788","3","3","None","$609,990","Single Family","2019","No Data","No Data","Single Family","0.11 acres","null","7","8","9","{""targetDiv"":""gpt-ad-0d8d0598-8474-4c8d-a1e4-74e9c3807b60"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" NLOJU8"",""aamgnrc1"":""285 Bear Creek Dr"",""bd"":""3"",""fsbid"":""11274"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2083973843"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""609990"",""sqft"":""2788"",""posting_url"":""https://www.pulte.com/homes/california/bay-area/brentwood/terrene-210197?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=43285&nhf_listing_type=community&utm_term=comm_Terrene&utm_campaign=Brentwood%2FCA"",""state"":""CA"",""mlong"":""-121.692167"",""cnty"":""Contra_Costa"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.945958"",""plid"":""14134947"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISv0wlcfwx1vpd1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""609995"",""premieragent"":""no"",""builderChatId"":""11274-819411"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","NEXT","https://www.zillow.com/brentwood-ca/8_p/","NEXT","https://www.zillow.com/brentwood-ca/9_p/"
"1572917163-8186","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/34-Rockwell-St-Brentwood-CA-94513/54624577_zpid/","Brentwood, CA 94513","Pre-foreclosure / auction","34 Rockwell St,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","null","4","null","$512,152","$512,152","Single Family","2001","Forced air","Central, Other","Single Family","4,295 sqft","null","7","6","7","{""targetDiv"":""gpt-ad-41fd7bc1-2649-4fbd-b394-a44a248a1bf1"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""34 Rockwell St"",""bd"":""4"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""54624577"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""-1695378132109826274"",""sqftrange"":""2000-2499"",""price"":""527992"",""sqft"":""2175"",""posting_url"":"""",""mlong"":""-121.693398"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.923967"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2000-2009"",""zestimate"":""527992"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916787-7957","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/1787-Latour-Ave-Brentwood-CA-94513/82855469_zpid/","Brentwood, CA 94513","For sale","1787 Latour Ave,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","1,752","2","2","$727,916","$730,000","Single Family","2007","Forced air","Central","Single Family","1,751 sqft","$3,200/mo","7","8","9","{""targetDiv"":""gpt-ad-93bad4f6-fc3f-412c-b3cc-ba0a1883e91c"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1787 Latour Ave"",""bd"":""2"",""fsbid"":""14106"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""82855469"",""lot"":""1"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""-7401409965449825566"",""sqftrange"":""1500-1999"",""price"":""730000"",""sqft"":""1752"",""posting_url"":""http://carolynyoung.com"",""mlong"":""-121.727381"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94513"",""mlat"":""37.905882"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnam6rjudgavw0000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2000-2009"",""zestimate"":""727916"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","","","",""
"1572916503-7777","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/2099-Sangria-St-Brentwood-CA-94513/301029318_zpid/","Brentwood, CA 94513","New construction","2099 Sangria St,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","1,730","2","2","$571,120","$573,864","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","6","7","9","{""targetDiv"":""gpt-ad-81607e38-ba24-4843-8e8e-8562171ca055"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2099 Sangria St"",""bd"":""2"",""fsbid"":""13022"",""city"":""Brentwood"",""proptp"":""twn"",""pid"":""301029318"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""573864"",""sqft"":""1730"",""posting_url"":""https://www.sheahomes.com/new-homes/california/bay-area/brentwood/barcelona/aria-with-loft/"",""state"":""CA"",""mlong"":""-121.722744"",""cnty"":""Contra_Costa"",""prange"":""500-599k"",""zip"":""94513"",""mlat"":""37.894978"",""plid"":""21824965"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjvblq5cs9zau0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""571120"",""premieragent"":""no"",""builderChatId"":""13022-807182"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","NEXT","https://www.zillow.com/brentwood-ca/8_p/","NEXT","https://www.zillow.com/brentwood-ca/9_p/"
"1572917603-8447","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/278-W-Country-Club-Dr-Brentwood-CA-94513/54625568_zpid/","Brentwood, CA 94513","For sale","278 W Country Club Dr,","","","3","https://www.zillow.com/brentwood-ca/3_p/","","","","","2,423","4","3","$607,932","$609,900","Single Family","2002","Forced air","Central","Single Family","7,575 sqft","$2,850/mo","7","8","9","{""targetDiv"":""gpt-ad-387a69ff-3f58-4207-bcb6-6215d5dfc84d"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""278 W Country Club Dr"",""bd"":""4"",""fsbid"":""14106"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""54625568"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-1095467554123057259"",""sqftrange"":""2000-2499"",""price"":""609900"",""sqft"":""2423"",""posting_url"":""http://www.heritagerei.com"",""mlong"":""-121.751571"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.930473"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjb4uoxdouhxl1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2000-2009"",""zestimate"":""607932"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917057-8119","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/palermo/2088272661_zpid/","Brentwood, CA 94513","New construction","Buildable plan: The Francesca, Palermo,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","3,284","4","3.5","None","$626,950","Single Family","2019","No Data","No Data","Single Family","No Data","null","7","6","7","{""targetDiv"":""gpt-ad-2d233fa0-ccc8-4580-b6eb-dde31a8e6ff9"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" WFWWWX"",""aamgnrc1"":""552 Divisi Ct"",""bd"":""4"",""fsbid"":""7796"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2088272661"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3000-3499"",""price"":""626950"",""sqft"":""3284"",""posting_url"":""https://www.meritagehomes.com/state/ca/bay-area/palermo/the-francesca?utm_medium=listings&utm_source=zillow&nhf_channel=6&nhf_listing_id=439326&nhf_listing_type=plan&utm_term=plan_TheFrancesca&utm_campaign=bay-area"",""state"":""CA"",""mlong"":""-121.67841"",""cnty"":""Contra_Costa"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.919063"",""plid"":""9340115"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISin5zqnydi9ba0000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""7796-818262"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","","","","","",""
"1572916456-7761","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/0-Oak-St-Brentwood-CA-94513/2093421772_zpid/","Brentwood, CA 94513","Lot/land","0 Oak St,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","null","2.19 acres","null","None","$949,000","null","null","null","null","null","null","$1,900/mo","7","6","7","{""targetDiv"":""gpt-ad-1718402c-bdb3-43b8-828e-b104e6db164a"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94513"",""aamgnrc1"":""0 Oak St"",""mlat"":""37.934563"",""bd"":""0"",""fsbid"":""15050"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISq5hiyduhjs1s0000000000.jpg"",""zusr"":""true"",""city"":""Brentwood"",""proptp"":""lot"",""pid"":""2093421772"",""lot"":""7"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-3197740607931227700"",""premieragent"":""no"",""price"":""949000"",""posting_url"":"""",""mlong"":""-121.689177"",""state"":""CA"",""prange"":""900-999k""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","NEXT","https://www.zillow.com/brentwood-ca/8_p/","NEXT","https://www.zillow.com/brentwood-ca/9_p/"
"1572917535-8419","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/285-Washington-Dr-Brentwood-CA-94513/68039241_zpid/","Brentwood, CA 94513","Auction","285 Washington Dr,","","","3","https://www.zillow.com/brentwood-ca/3_p/","","","","","null","3","null","null","$395,147","Condo","2005","No Data","Central","Condo","$325/month","$2,500/mo","6","7","7","{""targetDiv"":""gpt-ad-e48ae6b9-4c0e-46dd-8c50-18160190f968"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""285 Washington Dr"",""bd"":""3"",""fsbid"":""16886"",""city"":""Brentwood"",""proptp"":""cnd"",""pid"":""68039241"",""lot"":""1"",""zestibuck"":""400-449k"",""listtp"":""buy_foreclosure"",""zguidh"":""7061555186891072718"",""sqftrange"":""1000-1499"",""price"":""395147"",""sqft"":""1483"",""posting_url"":""http://www.auction.com/details/285-washington-dr-brentwood-ca-94513-2857127-e_13807a/?utm_source=zillow&utm_medium=feed&utm_campaign=trustee&utm_name=partner"",""mlong"":""-121.70321"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94513"",""mlat"":""37.944959"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbxfbgyc3s8t20000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""2000-2009"",""zestimate"":""407441"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917996-8594","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/collection-at-catchings-ranch/2082356992_zpid/","Brentwood, CA 94513","New construction","Buildable plan: Coming Soon, The Collection at Catchings Ranch,","","","","","","","","","null","--","null","None","null","Single Family","2019","No Data","No Data","Single Family","No Data","null","7","7","9","{""targetDiv"":""gpt-ad-afe26791-183e-462e-90c3-dec6fe3bec06"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94513"",""aamgnrc2"":"" 1JLQG5"",""aamgnrc1"":""Unknown"",""mlat"":""37.925836"",""bd"":""0"",""fsbid"":""14920"",""plid"":""28812699"",""z_listing_image_url"":"""",""zusr"":""true"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2082356992"",""yrblt"":""2010-2019"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""premieragent"":""no"",""builderChatId"":""14920-829838"",""dma"":""37"",""posting_url"":""http://www.discoveryhomes.com/brentwood-ca/the-collection-at-catchings-ranch"",""state"":""CA"",""mlong"":""-121.716953"",""cnty"":""Contra_Costa""}}","null","null","null","null","","","","","","","",""
"1572916542-7794","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/73-Ibis-St-Brentwood-CA-94513/68039218_zpid/","Brentwood, CA 94513","Pre-foreclosure","73 Ibis St,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","1,239","3","2.5","$399,566","$399,566","Single Family","2005","Forced air","Central","Single Family","1,960 sqft","null","4","6","7","{""targetDiv"":""gpt-ad-9244b737-201c-45d5-b491-225729040c3b"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""73 Ibis St"",""bd"":""3"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""68039218"",""lot"":""1"",""zestibuck"":""400-449k"",""listtp"":""buy_foreclosure"",""zguidh"":""1891060294446579346"",""sqftrange"":""1000-1499"",""price"":""411924"",""sqft"":""1239"",""posting_url"":"""",""mlong"":""-121.694431"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94513"",""mlat"":""37.938523"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""2000-2009"",""zestimate"":""411924"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","NEXT","https://www.zillow.com/brentwood-ca/8_p/","NEXT","https://www.zillow.com/brentwood-ca/9_p/"
"1572916814-7973","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/community/terrene/2083262538_zpid/","Brentwood, CA 94513","New construction","216 Sespe Creek Ave,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","2,713","4","3","None","$604,990","Single Family","2019","No Data","No Data","Single Family","No Data","null","4","6","7","{""targetDiv"":""gpt-ad-a8b0b837-a5d9-4f7e-badf-3ac360d74850"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" EH3JNU"",""aamgnrc1"":""285 Bear Creek Dr"",""bd"":""4"",""fsbid"":""11274"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""2083973839"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""604990"",""sqft"":""2713"",""posting_url"":""https://www.pulte.com/homes/california/bay-area/brentwood/terrene-210197?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=43285&nhf_listing_type=community&utm_term=comm_Terrene&utm_campaign=Brentwood%2FCA"",""state"":""CA"",""mlong"":""-121.692167"",""cnty"":""Contra_Costa"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.945958"",""plid"":""14134947"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbt0phzdh4hsn0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""604922"",""premieragent"":""no"",""builderChatId"":""11274-819411"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","","","",""
"1572916868-8006","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/3660-Walnut-Blvd-TRLR-85-Brentwood-CA-94513/2089318370_zpid/","Brentwood, CA 94513","For sale","3660 Walnut Blvd TRLR 85,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","1,565","3","2","$299,902","$299,900","Mobile / Manufactured","No Data","Forced air","Central, Other","Mobile / Manufactured","$192","$2,500/mo","7","6","7","{""targetDiv"":""gpt-ad-da66370e-2a7e-42dc-9a21-ba230cb53648"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Trlr 85"",""aamgnrc1"":""3660 Walnut Blvd"",""bd"":""3"",""fsbid"":""15263"",""city"":""Brentwood"",""proptp"":""mm"",""pid"":""2089318370"",""zestibuck"":""250-299k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""1849614564775835799"",""sqftrange"":""1500-1999"",""price"":""299900"",""sqft"":""1565"",""posting_url"":"""",""mlong"":""-121.694804"",""state"":""CA"",""prange"":""250-299k"",""zip"":""94513"",""mlat"":""37.928026"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnqyyhmxbruz70000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""zestimate"":""299902"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/brentwood-ca/6_p/","NEXT","https://www.zillow.com/brentwood-ca/7_p/","","","",""
"1572917489-8390","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/2401-Boulder-St-Brentwood-CA-94513/67698108_zpid/","Brentwood, CA 94513","For sale","2401 Boulder St,","","","3","https://www.zillow.com/brentwood-ca/3_p/","","","","","3,604","4","3","$725,472","$729,000","Single Family","2004","Forced air","Central","Single Family","8,015 sqft","$3,300/mo","6","8","9","{""targetDiv"":""gpt-ad-fee135f9-3e8b-4007-b0f1-e6f6770cf00f"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2401 Boulder St"",""bd"":""4"",""fsbid"":""14106"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""67698108"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-5252336207724010181"",""sqftrange"":""3500-3999"",""price"":""729000"",""sqft"":""3604"",""posting_url"":""http://joekalajiam.com"",""mlong"":""-121.727214"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94513"",""mlat"":""37.960917"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvchemqbqhnoy0000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2000-2009"",""zestimate"":""725472"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917223-8224","https://www.zillow.com/homes/brentwood-CA_rb/","","https://www.zillow.com/homedetails/1631-Chianti-Ln-Brentwood-CA-94513/122009329_zpid/","Brentwood, CA 94513","For sale","1631 Chianti Ln,","","","","","","","5","https://www.zillow.com/brentwood-ca/5_p/","1,468","2","2","$623,723","$629,900","Single Family","2015","Forced air","Central","Single Family","5,458 sqft","null","7","8","9","{""targetDiv"":""gpt-ad-e9cf61ca-a91a-418b-b134-5e247696b27f"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1631 Chianti Ln"",""bd"":""2"",""fsbid"":""16701"",""city"":""Brentwood"",""proptp"":""sfh"",""pid"":""122009329"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-6008490155491754851"",""sqftrange"":""1000-1499"",""price"":""629900"",""sqft"":""1468"",""posting_url"":""http://Kevin@vierrateam.com"",""mlong"":""-121.722851"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94513"",""mlat"":""37.900695"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISin5nlbcapn0t1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""623723"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
