web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,page6,page6-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572919693-9616","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/277-Cherry-Ct-277-Morgan-Hill-CA-95037/2083300418_zpid/","Morgan Hill, CA 95037","For sale","277 Cherry Ct # 277,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","1,296","2","2","null","$449,000","Mobile / Manufactured","1981","Forced air","Central","Mobile / Manufactured","$346","$3,000/mo","2","8","null","{""targetDiv"":""gpt-ad-464f9f0b-8405-4144-a15e-0834340b9f1f"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 277"",""aamgnrc1"":""277 Cherry Ct"",""bd"":""2"",""fsbid"":""4383"",""city"":""Morgan_Hill"",""proptp"":""mm"",""pid"":""2083300418"",""zestibuck"":""400-449k"",""listtp"":""buy_agent"",""zguidh"":""-7359997227537867459"",""sqftrange"":""1000-1499"",""price"":""449000"",""sqft"":""1296"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/morgan-hill/277-cherry-ct-277/pid_31646085/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-121.639119"",""state"":""CA"",""prange"":""400-449k"",""zip"":""95037"",""mlat"":""37.093499"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3vchq67q5gju0000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1980-1989"",""zestimate"":""449000"",""premieragent"":""no""}}","null","null","null","null"
"1572919433-9308","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/borello-ranch-estates/2082558689_zpid/","Morgan Hill, CA 95037","New construction","Lot #0064, Borello Ranch Estates,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","5,921","6","7","None","$2,497,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-ad5f1847-4be3-4315-82d2-556193200fe5"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" Y95I3U"",""aamgnrc1"":""18620 Corte Bautista"",""bd"":""6"",""fsbid"":""830"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2091898928"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""5000-5999"",""price"":""2497995"",""sqft"":""5921"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Borello-Ranch-Estates/Vigneti"",""state"":""CA"",""mlong"":""-121.634912"",""cnty"":""Contra_Costa"",""prange"":""2-2_499m"",""zip"":""95037"",""mlat"":""37.1646"",""plid"":""2117748"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS6y9kqxlfifdq0000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808777"",""dma"":""37""}}","null","null","null","null"
"1572919516-9409","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/0-Loma-Chiquita-Rd-Los-Gatos-CA-95033/2093326586_zpid/","Los Gatos, CA 95033","Lot/land","0 Loma Chiquita Rd,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","null","11.31 acres","null","None","$275,000","null","null","null","null","null","null","$3,000/mo","2","6","8","{""targetDiv"":""gpt-ad-f0d8c487-63be-488a-81fc-69f6a29ceadb"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95033"",""aamgnrc1"":""0 Loma Chiquita Rd"",""mlat"":""37.102387"",""bd"":""0"",""fsbid"":""13698"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISv4zybjwsa49r0000000000.jpg"",""zusr"":""true"",""city"":""Los_Gatos"",""proptp"":""lot"",""pid"":""2093326586"",""lot"":""9"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""189025774248391270"",""premieragent"":""no"",""price"":""275000"",""posting_url"":""http://www.donnerland.com"",""mlong"":""-121.80339"",""state"":""CA"",""prange"":""250-299k""}}","null","null","null","null"
"1572919735-9660","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/17550-Pickwick-Ln-Morgan-Hill-CA-95037/166731340_zpid/","Morgan Hill, CA 95037","For sale","17550 Pickwick Ln,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","2,133","4","4","$790,590","$799,000","Condo","2015","Forced air","Central","Condo","$279/month","$3,750/mo","3","6","8","{""targetDiv"":""gpt-ad-709d6dc5-6697-4dfe-ae94-2963d4a44067"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""17550 Pickwick Ln"",""bd"":""4"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""cnd"",""pid"":""166731340"",""lot"":""1"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""-1665396920645212404"",""sqftrange"":""2000-2499"",""price"":""799000"",""sqft"":""2133"",""posting_url"":""http://MattBraunRealEstate.com"",""mlong"":""-121.651797"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""95037"",""mlat"":""37.131717"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7q3iqgkd04z81000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2010-2019"",""zestimate"":""790590"",""premieragent"":""no""}}","null","null","null","null"
"1572920184-10034","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/385-Yellowstone-Dr-Morgan-Hill-CA-95037/19850117_zpid/","Morgan Hill, CA 95037","For sale","385 Yellowstone Dr,","","","","","","","","","","","2,492","4","3","$1,195,006","$1,195,000","Single Family","1997","Forced air","Central","Single Family","7,631 sqft","$4,200/mo","4","4","8","{""targetDiv"":""gpt-ad-7486baff-a38f-47fc-b4d2-408509446017"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""385 Yellowstone Dr"",""bd"":""4"",""fsbid"":""16701"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19850117"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""4865614103712393305"",""sqftrange"":""2000-2499"",""price"":""1195000"",""sqft"":""2492"",""posting_url"":"""",""mlong"":""-121.649914"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.114219"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISb5y2caf41rl41000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1990-1999"",""zestimate"":""1195006"",""premieragent"":""no""}}","null","null","null","null"
"1572919886-9815","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/17499-Blue-Jay-Dr-Morgan-Hill-CA-95037/19846440_zpid/","Morgan Hill, CA 95037","For sale","17499 Blue Jay Dr,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","2,524","4","3","$1,199,668","$1,199,999","Single Family","1977","Forced air","Central","Single Family","0.48 acres","$4,200/mo","6","4","7","{""targetDiv"":""gpt-ad-1169200a-0f3b-45a1-b2df-35ceb2f20f60"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""17499 Blue Jay Dr"",""bd"":""4"",""fsbid"":""16701"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19846440"",""lot"":""3"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""8046960824822754660"",""sqftrange"":""2500-2999"",""price"":""1199999"",""sqft"":""2524"",""posting_url"":""http://www.garypalacios.com"",""mlong"":""-121.609814"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.154994"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3j7lo3mer1nw0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1970-1979"",""zestimate"":""1199668"",""premieragent"":""no""}}","null","null","null","null"
"1572919829-9762","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/7150-Croy-Rd-Morgan-Hill-CA-95037/2101429638_zpid/","Morgan Hill, CA 95037","Lot/land","7150 Croy Rd,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","null","20.53 acres","null","None","$299,900","null","null","null","null","null","null","$3,000/mo","7","4","7","{""targetDiv"":""gpt-ad-39155566-a803-4599-b0e4-71e2ece56539"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""7150 Croy Rd"",""mlat"":""37.08379"",""bd"":""0"",""fsbid"":""4427"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISinhg4n8upxzr1000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""2101429638"",""lot"":""10"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""2917533854013208470"",""premieragent"":""no"",""price"":""299900"",""posting_url"":""https://www.pmz.com/homes-for-sale/7150-Croy-RD-MORGAN-HILL-CA-95037/i/ML81733584/"",""mlong"":""-121.773227"",""state"":""CA"",""prange"":""250-299k""}}","null","null","null","null"
"1572920001-9909","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/16085-Church-St-Morgan-Hill-CA-95037/166729292_zpid/","Morgan Hill, CA 95037","For sale","16085 Church St,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","2,142","4","3","$999,996","$999,990","Single Family","2016","Forced air","Central","Single Family","4,329 sqft","$3,800/mo","4","6","8","{""targetDiv"":""gpt-ad-23af4ab5-e300-4ed0-a4a4-ab49036a37d1"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""16085 Church St"",""bd"":""4"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""166729292"",""lot"":""1"",""zestibuck"":""900-999k"",""listtp"":""buy_agent"",""zguidh"":""-846270332553141912"",""sqftrange"":""2000-2499"",""price"":""999990"",""sqft"":""2142"",""posting_url"":""http://marksalcido.com"",""mlong"":""-121.641479"",""state"":""CA"",""park"":""yes"",""prange"":""900-999k"",""zip"":""95037"",""mlat"":""37.114386"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3vkbr94xdjga1000000000.jpg"",""zusr"":""true"",""price_band"":""z900"",""yrblt"":""2010-2019"",""zestimate"":""999996"",""premieragent"":""no""}}","null","null","null","null"
"1572919990-9902","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/2220-Rolling-Hills-Dr-Morgan-Hill-CA-95037/19847184_zpid/","Morgan Hill, CA 95037","Auction","2220 Rolling Hills Dr,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","null","4","null","null","null","Single Family","1980","Other","Central","Single Family","1.12 acres","$4,400/mo","2","6","8","{""targetDiv"":""gpt-ad-5765e6c4-b5c9-4b72-b852-798dba3fae94"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""2220 Rolling Hills Dr"",""mlat"":""37.121613"",""bd"":""4"",""fsbid"":""16886"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzf20txl9pz320000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19847184"",""yrblt"":""1980-1989"",""lot"":""6"",""listtp"":""buy_foreclosure"",""zguidh"":""-7804311406529430921"",""premieragent"":""no"",""sqftrange"":""3500-3999"",""sqft"":""3969"",""posting_url"":""http://www.auction.com/details/2220-rolling-hills-dr-morgan-hill-ca-95037-2819979-e_13963/?utm_source=zillow&utm_medium=feed&utm_campaign=trustee&utm_name=partner"",""mlong"":""-121.692784"",""state"":""CA"",""park"":""yes""}}","null","null","null","null"
"1572919142-8988","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/0-Uvas-Rd-Morgan-Hill-CA-95037/2106228112_zpid/","Morgan Hill, CA 95037","Lot/land","0 Uvas Rd,","","","","","","","","","6","https://www.zillow.com/morgan-hill-ca/6_p/","null","352 acres","null","None","$9,500,000","null","null","null","null","null","null","$2,850/mo","3","6","8","{""targetDiv"":""gpt-ad-9d81dc66-943b-4785-ba3a-a58833f9e35e"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""0 Uvas Rd"",""mlat"":""37.1341"",""bd"":""0"",""fsbid"":""13698"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS62piuwd4ocni0000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""2106228112"",""lot"":""11"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-1424428055824687579"",""premieragent"":""no"",""price"":""9500000"",""posting_url"":"""",""mlong"":""-121.6501"",""state"":""CA"",""prange"":""9m-9_999m""}}","null","null","null","null"
"1572919782-9710","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/689-Barrett-Ave-Morgan-Hill-CA-95037/89475678_zpid/","Morgan Hill, CA 95037","For sale","689 Barrett Ave,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","3,813","4","4","null","$1,349,000","Single Family","2008","Forced air","Central","Single Family","6,216 sqft","$4,200/mo","4","6","8","{""targetDiv"":""gpt-ad-a7a6cf75-f664-449f-8ee7-910dfc502c97"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""689 Barrett Ave"",""bd"":""4"",""fsbid"":""4383"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""89475678"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""-4650918107865704715"",""sqftrange"":""3500-3999"",""price"":""1349000"",""oh"":""yes"",""sqft"":""3813"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/morgan-hill/689-barrett-ave/pid_33011246/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-121.634025"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.121589"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnm3c4nyc1qk80000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2000-2009"",""zestimate"":""1315641"",""premieragent"":""no""}}","null","null","null","null"
"1572920143-10007","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/valencia/2085926494_zpid/","Morgan Hill, CA 95037","New construction","Buildable plan: Plan 5 - Detached, Valencia,","","","","","","","","","","","2,438","4","3","$1,153,268","$1,190,000","Single Family","2019","No Data","No Data","Single Family","No Data","null","3","6","8","{""targetDiv"":""gpt-ad-e2b2517f-2f28-4c85-90cc-85a4fc549c86"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" XT541M"",""aamgnrc1"":""17780 Calle Granada"",""bd"":""4"",""fsbid"":""14411"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2085926494"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2000-2499"",""price"":""1190000"",""sqft"":""2438"",""posting_url"":""http://www.valenciamorganhill.com/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=42455&nhf_listing_type=community&utm_term=comm_Valencia&utm_campaign=Morgan+Hill%2FCA"",""state"":""CA"",""mlong"":""-121.655453"",""cnty"":""Santa_Clara"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.134942"",""plid"":""37959"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISq5hy2skmvnfo1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1153268"",""premieragent"":""no"",""builderChatId"":""14411-799894"",""dma"":""37""}}","null","null","null","null"
"1572919444-9322","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/borello-ranch-estates/2091898929_zpid/","Morgan Hill, CA 95037","New construction","Lot #0053, Borello Ranch Estates,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","4,057","4","4.5","None","$2,117,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","8","{""targetDiv"":""gpt-ad-6cded5dc-8ae9-443e-a033-b2b0271246bd"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 3MKKCN"",""aamgnrc1"":""18620 Corte Bautista"",""bd"":""4"",""fsbid"":""830"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2091898923"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""4000-4499"",""price"":""2117995"",""sqft"":""4057"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Borello-Ranch-Estates/Colline"",""state"":""CA"",""mlong"":""-121.634912"",""cnty"":""Contra_Costa"",""prange"":""2-2_499m"",""zip"":""95037"",""mlat"":""37.1646"",""plid"":""2117748"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS272xca4dhfcq0000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808777"",""dma"":""37""}}","null","null","null","null"
"1572919640-9553","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/8225-Claret-Ct-San-Jose-CA-95135/19798536_zpid/","San Jose, CA 95135","For sale","8225 Claret Ct,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","2,001","2","2","$981,452","$999,500","Single Family","1979","Forced air","Central","Single Family","7,052 sqft","$3,750/mo","9","9","9","{""targetDiv"":""gpt-ad-1c7249ab-7063-4323-91bc-484949a2a7ed"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""8225 Claret Ct"",""bd"":""2"",""fsbid"":""13698"",""city"":""San_Jose"",""proptp"":""sfh"",""pid"":""19798536"",""lot"":""2"",""zestibuck"":""900-999k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""6598194201615464967"",""sqftrange"":""2000-2499"",""price"":""999500"",""sqft"":""2001"",""posting_url"":"""",""mlong"":""-121.74757"",""state"":""CA"",""park"":""yes"",""prange"":""900-999k"",""zip"":""95135"",""mlat"":""37.286048"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzbj6uibb080i1000000000.jpg"",""zusr"":""true"",""price_band"":""z900"",""yrblt"":""1970-1979"",""zestimate"":""981452"",""premieragent"":""no""}}","null","null","null","null"
"1572920175-10027","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/1526-Morning-Star-Dr-Morgan-Hill-CA-95037/19845372_zpid/","Morgan Hill, CA 95037","Pre-foreclosure","1526 Morning Star Dr,","","","","","","","","","","","null","5","null","$1,070,302","$1,070,302","Single Family","1998","Other","No Data","Single Family","0.25 acres","null","6","6","8","{""targetDiv"":""gpt-ad-c4d60a5d-0201-4d32-ae7b-2bca4b39720f"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1526 Morning Star Dr"",""bd"":""5"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19845372"",""lot"":""3"",""zestibuck"":""1-1_499m"",""listtp"":""buy_foreclosure"",""zguidh"":""1841234268245734218"",""sqftrange"":""2500-2999"",""price"":""1289521"",""sqft"":""2583"",""posting_url"":"""",""mlong"":""-121.648322"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.162562"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1990-1999"",""zestimate"":""1289521"",""premieragent"":""no""}}","null","null","null","null"
"1572919283-9140","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/borello-ranch-estates/2082505545_zpid/","Morgan Hill, CA 95037","New construction","Lot #0088, Borello Ranch Estates,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","4,266","4","5","None","$2,175,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-47954862-7b5a-48f9-96d4-be8b2b91c74d"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" KYWFX4"",""aamgnrc1"":""18620 Corte Bautista"",""bd"":""4"",""fsbid"":""830"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2091898925"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""4000-4499"",""price"":""2175995"",""sqft"":""4266"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Borello-Ranch-Estates/Karissa"",""state"":""CA"",""mlong"":""-121.634912"",""cnty"":""Santa_Clara"",""prange"":""2-2_499m"",""zip"":""95037"",""mlat"":""37.1646"",""plid"":""2117748"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISmux8cxvw0lcq0000000000.jpg"",""zusr"":""true"",""hood"":""Lakewood"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808777"",""dma"":""37""}}","null","null","null","null"
"1572919969-9886","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/16785-Ranger-Ct-Morgan-Hill-CA-95037/19860935_zpid/","Morgan Hill, CA 95037","For sale","16785 Ranger Ct,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","1,996","5","3","$939,511","$949,000","Single Family","1977","Forced air","Central","Single Family","8,476 sqft","$3,550/mo","6","7","null","{""targetDiv"":""gpt-ad-9f9711e4-5288-4b0b-86b0-4579126dd2c4"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""16785 Ranger Ct"",""bd"":""5"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19860935"",""lot"":""2"",""zestibuck"":""900-999k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""6248696340811013054"",""sqftrange"":""1500-1999"",""price"":""949000"",""sqft"":""1996"",""posting_url"":"""",""mlong"":""-121.609874"",""state"":""CA"",""park"":""yes"",""prange"":""900-999k"",""zip"":""95037"",""mlat"":""37.13683"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbhv8o1z9gsdq0000000000.jpg"",""zusr"":""true"",""price_band"":""z900"",""yrblt"":""1970-1979"",""zestimate"":""939511"",""premieragent"":""no""}}","null","null","null","null"
"1572920201-10042","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/madison-gate/2089269763_zpid/","Morgan Hill, CA 95037","New construction","Buildable plan: Residence 1-SFA, Madison Gate,","","","","","","","","","","","1,693","3","2.5","None","$749,900","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","3","6","8","{""targetDiv"":""gpt-ad-2323eb3b-ccab-43e3-b9b7-79d15ea78d0c"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" CB1OQ3"",""aamgnrc1"":""802 Saint Rufina Ln"",""bd"":""3"",""fsbid"":""13809"",""city"":""Morgan_Hill"",""proptp"":""twn"",""pid"":""2089269763"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""749900"",""sqft"":""1693"",""posting_url"":""https://www.tripointehomes.com/northern-california/madison-gate/residence-1-sfa-32885/?utm_medium=referral&utm_source=zillow-feed&nhf_channel=6&nhf_listing_id=417756&nhf_listing_type=plan&utm_term=plan_Residence1-SFA&utm_campaign=tripointe-zillow-feed"",""state"":""CA"",""mlong"":""-121.637556"",""cnty"":""Santa_Clara"",""prange"":""700-799k"",""zip"":""95037"",""mlat"":""37.131202"",""plid"":""3612691"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISe0tm5zrc9m2i0000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""13809-785772"",""dma"":""37""}}","null","null","null","null"
