web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572904105-775","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/0-I-St-Petaluma-CA-94952/2085595675_zpid/","Petaluma, CA 94952","Lot/land","0 I St,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","null","40 acres","null","None","$895,000","null","null","null","null","null","null","$2,275/mo","7","6","8","null","Pasture, Bay, Hills, Panoramic, Forest/Woods, Mountain, Valley","null","Elec @ Street","null"
"1572908785-1609","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1282-Mcgregor-Ave-Petaluma-CA-94954/15752260_zpid/","Petaluma, CA 94954","Pre-foreclosure","1282 Mcgregor Ave,","","","","","","","null","3","null","$376,621","$376,621","Single Family","1955","None","No Data","No Data","4,791 sqft","null","6","6","8","null","No","null","null","$737"
"1572908003-1389","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/6700-Moro-St-Petaluma-CA-94952/15774118_zpid/","Petaluma, CA 94952","Pre-foreclosure / auction","6700 Moro St,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","1,440","3","2","$529,862","$529,862","Single Family","1978","None","No Data","No Data","0.98 acres","null","9","5","6","null","Composition","null","null","$959"
"1572907440-1210","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/70-Aloha-Ct-Petaluma-CA-94952/15793879_zpid/","Petaluma, CA 94952","For sale","70 Aloha Ct,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","4,050","3","5","$2,595,972","$2,700,000","Single Family","2009","No Data","No Data","7 spaces","5.03 acres","$5,100/mo","4","8","null","null","Composition","null","null","$14,872"
"1572908817-1619","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/2485-2525-Middle-Two-Rock-Rd-Petaluma-CA-94952/2082333604_zpid/","Petaluma, CA 94952","For sale","2485 2525 Middle Two Rock Rd,","","","","","","","6,218","4","4","null","$3,995,000","Single Family","2017","Propane butane","No Data","No Data","40 acres","null","7","6","8","null","No","null","null","null"
"1572907579-1249","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/10-W-Haven-Way-Petaluma-CA-94952/69031902_zpid/","Petaluma, CA 94952","Pre-foreclosure","10 W Haven Way,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","null","4","null","$1,123,174","$1,123,174","Single Family","2006","No Data","No Data","3 spaces","0.26 acres","null","7","6","8","null","No","null","null","$14,604"
"1572908032-1398","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/571-Birchwood-Dr-Petaluma-CA-94954/2084600537_zpid/","Petaluma, CA 94954","For sale","571 Birchwood Dr,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","1,200","2","2","$57,645","$59,500","Mobile / Manufactured","1967","No Data","No Data","No Data","$50","$2,400/mo","5","6","8","null","No","null","null","null"
"1572904338-868","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/555-Danby-Ct-Petaluma-CA-94954/15834507_zpid/","Petaluma, CA 94954","For sale","555 Danby Ct,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","2,266","3","3","$659,866","$660,000","Single Family","1992","None","No Data","No Data","2,670 sqft","$3,300/mo","8","6","8","null","No","null","null","$6,325"
"1572907804-1326","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/15-Cleveland-Ln-Petaluma-CA-94952/15771493_zpid/","Petaluma, CA 94952","For sale","15 Cleveland Ln,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","1,655","3","2","$919,009","$919,000","Single Family","1956","None","No Data","2 spaces","0.56 acres","$3,029/mo","7","6","8","null","Tile","null","null","$1,343"
"1572905073-1112","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/4695-Old-Adobe-Rd-Petaluma-CA-94954/2094152993_zpid/","Petaluma, CA 94954","For sale","4695 Old Adobe Rd,","","","3","https://www.zillow.com/petaluma-ca/3_p/","","","1,276","3","1","None","$6,900,000","Single Family","1921","No Data","No Data","No Data","299.36 acres","$2,850/mo","6","8","null","null","No","null","null","null"
"1572908414-1488","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/1287-Kresky-Way-Petaluma-CA-94954/15752490_zpid/","Petaluma, CA 94954","For sale","1287 Kresky Way,","2","https://www.zillow.com/petaluma-ca/2_p/","","","","","1,365","3","2","null","$720,000","Single Family","1957","Other","Central","4 spaces","5,227 sqft","$2,850/mo","4","6","8","null","Composition","null","null","$800"
"1572908765-1604","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/112-Cherry-St-Petaluma-CA-94952/83156189_zpid/","Petaluma, CA 94952","For sale","112 Cherry St,","","","","","","","942","2","1","null","$409,000","Single Family","1976","No Data","No Data","Attached Garage","1.2 acres","$2,099/mo","6","6","8","null","Composition","null","null","$3,779"
"1572904927-1060","https://www.zillow.com/homes/Petaluma-CA_rb/","","https://www.zillow.com/homedetails/21-Valen-Way-Petaluma-CA-94952/2083303008_zpid/","Petaluma, CA 94952","Lot/land","21 Valen Way,","","","","","4","https://www.zillow.com/petaluma-ca/4_p/","null","3.48 acres","null","null","$484,000","null","null","null","null","null","null","$2,400/mo","9","6","8","null","Pasture, Hills, Panoramic, Valley, Ridge","null","Gas @ Lot Line","null"
