web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,page6,page6-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572919478-9362","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/4296-Woodson-Ct-Concord-CA-94521/18350891_zpid/","Concord, CA 94521","Pre-foreclosure","4296 Woodson Ct,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","4","null","$617,796","$617,796","Single Family","1961","Other","Wall","Single Family","8,500 sqft","null","4","2","6","No Data","null","null","null","null"
"1572920104-9980","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3459-Cranbrook-Way-Concord-CA-94520/18341085_zpid/","Concord, CA 94520","For sale","3459 Cranbrook Way,","","","","","","","","","","","1,244","4","2","$586,934","$570,000","Single Family","1959","Forced air","None","Single Family","6,838 sqft","null","3","2","4","No Data","null","null","null","null"
"1572919400-9278","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3055-Treat-Blvd-APT-14-Concord-CA-94518/18368721_zpid/","Concord, CA 94518","Pre-foreclosure / auction","3055 Treat Blvd APT 14,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","1","null","$274,311","$274,311","Condo","1971","Wall","Wall","Condo","$335/month","null","5","1","4","{""targetDiv"":""gpt-ad-a46d41e8-5058-4432-bee0-ede069e70e3d"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt 14"",""aamgnrc1"":""3055 Treat Blvd"",""bd"":""1"",""city"":""Concord"",""proptp"":""cnd"",""pid"":""18368721"",""lot"":""8"",""zestibuck"":""250-299k"",""listtp"":""buy_foreclosure"",""zguidh"":""-8890296116597798594"",""sqftrange"":""500-999"",""price"":""282795"",""sqft"":""730"",""posting_url"":"""",""mlong"":""-122.023426"",""state"":""CA"",""park"":""yes"",""prange"":""250-299k"",""zip"":""94518"",""mlat"":""37.940511"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z200"",""hood"":""Four_Corners"",""yrblt"":""1970-1979"",""zestimate"":""282795"",""premieragent"":""no""}}","null","null","null","null"
"1572919702-9628","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1561-Parkwood-Pl-Concord-CA-94521/18353518_zpid/","Concord, CA 94521","For sale","1561 Parkwood Pl,","","","","","4","https://www.zillow.com/concord-ca/4_p/","","","","","1,088","2","2","$339,503","$339,999","Townhouse","1978","Forced air","Central","Townhouse","3,492 sqft","$2,150/mo","8","5","6","{""targetDiv"":""gpt-ad-f7c4c014-3287-4198-bf06-5bf4cb96d567"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1561 Parkwood Pl"",""bd"":""2"",""fsbid"":""15050"",""city"":""Concord"",""proptp"":""twn"",""pid"":""18353518"",""lot"":""1"",""zestibuck"":""300-349k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-3556148462329846695"",""sqftrange"":""1000-1499"",""price"":""339999"",""sqft"":""1088"",""posting_url"":"""",""mlong"":""-121.97741"",""state"":""CA"",""prange"":""300-349k"",""zip"":""94521"",""mlat"":""37.960305"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf44ud02reyml0000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""hood"":""Clayton_Valley"",""yrblt"":""1970-1979"",""zestimate"":""339503"",""premieragent"":""no""}}","null","null","null","null"
"1572919432-9307","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/20-Olivia-Ln-Concord-CA-94521/2082583805_zpid/","Concord, CA 94521","New construction","20 Olivia Ln,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","3,055","4","4","$1,275,001","$1,275,000","Single Family","No Data","Forced air","Central","Single Family","0.42 acres","$4,387/mo","5","5","6","No Data","null","null","null","null"
"1572920077-9964","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1700-Farm-Bureau-Rd-Concord-CA-94519/249601289_zpid/","Concord, CA 94519","New construction","1700 Farm Bureau Rd,","2","https://www.zillow.com/concord-ca/2_p/","","","","","","","","","2,584","4","3","$718,270","$699,000","Single Family","1915","Forced air","Central","Single Family","0.55 acres","$2,500/mo","4","2","6","{""targetDiv"":""gpt-ad-2082eb27-e6ba-4dea-bdec-8dcb55b2965f"",""slot"":""zillow/property_details/buy_new_home/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1700 Farm Bureau Rd"",""bd"":""4"",""fsbid"":""14106"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""249601289"",""lot"":""4"",""zestibuck"":""700-799k"",""listtp"":""buy_new_home"",""zguidh"":""-2557640458006406136"",""sqftrange"":""2500-2999"",""price"":""699000"",""sqft"":""2584"",""posting_url"":"""",""mlong"":""-122.00841"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94519"",""mlat"":""37.975017"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfwx7qrbotka60000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""hood"":""Clayton_Valley"",""yrblt"":""1900-1919"",""zestimate"":""718270"",""premieragent"":""no""}}","null","null","null","null"
"1572919335-9205","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1707-Gyger-Ct-Concord-CA-94521/18352743_zpid/","Concord, CA 94521","Pre-foreclosure","1707 Gyger Ct,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","null","6","null","$997,803","$997,803","Single Family","1971","No Data","No Data","Single Family","0.32 acres","null","5","5","6","{""targetDiv"":""gpt-ad-d82ae690-87c6-4a3f-807f-37c56c08d68c"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1707 Gyger Ct"",""bd"":""6"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18352743"",""lot"":""3"",""zestibuck"":""1-1_499m"",""listtp"":""buy_foreclosure"",""zguidh"":""-8900426408509142927"",""sqftrange"":""3500-3999"",""price"":""1028663"",""sqft"":""3670"",""posting_url"":"""",""mlong"":""-121.96809"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94521"",""mlat"":""37.963755"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Clayton_Valley"",""yrblt"":""1970-1979"",""zestimate"":""1028663"",""premieragent"":""no""}}","null","null","null","null"
"1572920197-10039","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/5276-Balhan-Ct-Concord-CA-94521/2095321189_zpid/","Concord, CA 94521","For sale","5276 Balhan Ct,","","","","","","","","","","","null","--","null","None","$1,335,000","Multi Family","1971","No Data","No Data","Multi Family","$1,571","$1,950/mo","8","5","10","{""targetDiv"":""gpt-ad-f66a7399-d54f-40b4-a29d-b51e64f517a8"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94521"",""aamgnrc1"":""5276 Balhan Ct"",""mlat"":""37.95186"",""bd"":""0"",""fsbid"":""14106"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3fg9mv5jpoyh1000000000.jpg"",""zusr"":""true"",""city"":""Concord"",""proptp"":""mfh"",""pid"":""2095321189"",""yrblt"":""1970-1979"",""lot"":""2"",""listtp"":""buy_agent"",""zguidh"":""3526641258147237034"",""premieragent"":""no"",""sqftrange"":""500-999"",""price"":""1335000"",""sqft"":""850"",""posting_url"":""http://eastbayapartmentsales.com"",""mlong"":""-121.963239"",""state"":""CA"",""prange"":""1-1_499m""}}","null","null","null","null"
"1572919286-9144","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/4011-Joan-Ave-Concord-CA-94521/18370543_zpid/","Concord, CA 94521","Pre-foreclosure","4011 Joan Ave,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","null","3","null","$537,444","$537,444","Single Family","1950","No Data","No Data","Single Family","0.34 acres","null","4","2","6","No Data","null","null","null","null"
"1572919183-9031","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/4888-Clayton-Rd-APT-19-Concord-CA-94521/18373957_zpid/","Concord, CA 94521","Pre-foreclosure","4888 Clayton Rd APT 19,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","null","2","null","$276,183","$276,183","Condo","1969","No Data","No Data","Condo","$370/month","null","8","5","6","No Data","null","null","null","null"
"1572920132-9999","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1108-Kaitlin-Pl-Concord-CA-94518/18370113_zpid/","Concord, CA 94518","For sale","1108 Kaitlin Pl,","","","","","","","","","","","2,441","4","3","$979,005","$979,000","Single Family","1989","Forced air","Central, Solar","Single Family","9,692 sqft","$3,790/mo","4","2","6","{""targetDiv"":""gpt-ad-3a821088-bbdd-4700-a54d-bff1549311cf"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1108 Kaitlin Pl"",""bd"":""4"",""fsbid"":""14106"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18370113"",""lot"":""2"",""zestibuck"":""900-999k"",""listtp"":""buy_agent"",""zguidh"":""5435092014239027584"",""sqftrange"":""2000-2499"",""price"":""979000"",""oh"":""yes"",""sqft"":""2441"",""posting_url"":""http://www.evelyngilliana.com"",""mlong"":""-122.01121"",""state"":""CA"",""park"":""yes"",""prange"":""900-999k"",""zip"":""94518"",""mlat"":""37.956458"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbtgdrzcx7drm1000000000.jpg"",""zusr"":""true"",""price_band"":""z900"",""hood"":""Lime_Ridge"",""yrblt"":""1980-1989"",""zestimate"":""979005"",""premieragent"":""no""}}","null","null","null","null"
"1572920153-10014","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1856-Elderwood-Dr-Concord-CA-94519/18347035_zpid/","Concord, CA 94519","For sale","1856 Elderwood Dr,","","","","","","","","","","","1,216","3","2","$485,334","$480,000","Single Family","1953","Forced air","Central","Single Family","7,575 sqft","$2,700/mo","9","2","6","{""targetDiv"":""gpt-ad-62d40071-46d0-4c89-9a50-fa4e9ad4edb3"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1856 Elderwood Dr"",""bd"":""3"",""fsbid"":""14106"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18347035"",""lot"":""2"",""zestibuck"":""450-499k"",""listtp"":""buy_agent"",""zguidh"":""5889127070079812160"",""sqftrange"":""1000-1499"",""price"":""480000"",""sqft"":""1216"",""posting_url"":"""",""mlong"":""-122.001627"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""94519"",""mlat"":""37.986851"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjzy5li0q3de90000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""hood"":""Clayton_Valley"",""yrblt"":""1940-1959"",""zestimate"":""485334"",""premieragent"":""no""}}","null","null","null","null"
"1572920049-9944","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1771-Laguna-St-APT-4-Concord-CA-94520/18363924_zpid/","Concord, CA 94520","For sale","1771 Laguna St APT 4,","2","https://www.zillow.com/concord-ca/2_p/","","","","","","","","","1,040","2","2","$375,045","$375,000","Townhouse","1978","Forced air","Central","Townhouse","1,041 sqft","null","3","1","4","{""targetDiv"":""gpt-ad-30708292-4f93-4731-93fb-893b940d1d48"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt 4"",""aamgnrc1"":""1771 Laguna St"",""bd"":""2"",""fsbid"":""15050"",""city"":""Concord"",""proptp"":""twn"",""pid"":""18363924"",""lot"":""1"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""zguidh"":""8613628059574226474"",""sqftrange"":""1000-1499"",""price"":""375000"",""sqft"":""1040"",""posting_url"":""http://reneewhite.com"",""mlong"":""-122.03756"",""state"":""CA"",""prange"":""350-399k"",""zip"":""94520"",""mlat"":""37.969684"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjbg7n6qdw9090000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""hood"":""Four_Corners"",""yrblt"":""1970-1979"",""zestimate"":""375045"",""premieragent"":""no""}}","null","null","null","null"
"1572919918-9843","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/4255-Westwood-Ct-Concord-CA-94521/18351251_zpid/","Concord, CA 94521","For sale","4255 Westwood Ct,","","","3","https://www.zillow.com/concord-ca/3_p/","","","","","","","1,571","3","2","$695,511","$695,500","Single Family","1963","Forced air","Central, Wall","Single Family","0.28 acres","null","4","2","6","{""targetDiv"":""gpt-ad-8a8baf41-4c71-4dd8-a6a4-67f7df5af65d"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""4255 Westwood Ct"",""bd"":""3"",""fsbid"":""15263"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18351251"",""lot"":""3"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""3530097830551571094"",""sqftrange"":""1500-1999"",""price"":""695500"",""sqft"":""1571"",""posting_url"":""http://www.select1realty.com"",""mlong"":""-121.983215"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94521"",""mlat"":""37.971623"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7i5mcb61vevd0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""hood"":""Clayton_Valley"",""yrblt"":""1960-1969"",""zestimate"":""695511"",""premieragent"":""no""}}","null","null","null","null"
"1572919943-9865","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/1036-Barkwood-Ct-Concord-CA-94521/18362220_zpid/","Concord, CA 94521","Pre-foreclosure","1036 Barkwood Ct,","","","3","https://www.zillow.com/concord-ca/3_p/","","","","","","","null","5","null","$1,112,154","$1,112,154","Single Family","2000","Forced air","Central","Single Family","9,888 sqft","null","7","5","10","No Data","null","null","null","null"
"1572919267-9127","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3733-San-Michelle-Dr-Concord-CA-94520/18341944_zpid/","Concord, CA 94520","Pre-foreclosure / auction","3733 San Michelle Dr,","","","","","","","","","6","https://www.zillow.com/concord-ca/6_p/","null","4","null","$792,305","$792,305","Single Family","1965","No Data","Central","Single Family","10,454 sqft","null","3","2","4","{""targetDiv"":""gpt-ad-a9ad8baf-bcbb-4f0a-879a-032ddec8087d"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3733 San Michelle Dr"",""bd"":""4"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18341944"",""lot"":""2"",""zestibuck"":""800-899k"",""listtp"":""buy_foreclosure"",""zguidh"":""222062627613531763"",""sqftrange"":""1500-1999"",""price"":""816810"",""sqft"":""1884"",""posting_url"":"""",""mlong"":""-122.027652"",""state"":""CA"",""park"":""yes"",""prange"":""800-899k"",""zip"":""94520"",""mlat"":""38.004189"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS23jjqb7r08jw0000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""hood"":""Olivera"",""yrblt"":""1960-1969"",""zestimate"":""816810"",""premieragent"":""no""}}","null","null","null","null"
"1572919395-9273","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/3514-Halifax-Way-Concord-CA-94520/18341100_zpid/","Concord, CA 94520","Pre-foreclosure / auction","3514 Halifax Way,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","3","null","$518,913","$518,913","Single Family","1959","Forced air","Central","Single Family","6,098 sqft","null","3","2","4","{""targetDiv"":""gpt-ad-af9e4db2-ab7f-4849-be1c-19d05ce27613"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3514 Halifax Way"",""bd"":""3"",""city"":""Concord"",""proptp"":""sfh"",""pid"":""18341100"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""6989453279251985096"",""sqftrange"":""1000-1499"",""price"":""534962"",""sqft"":""1386"",""posting_url"":"""",""mlong"":""-122.035566"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94520"",""mlat"":""38.000152"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISz3t8k1gi1dkr0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""hood"":""Olivera"",""yrblt"":""1940-1959"",""zestimate"":""534962"",""premieragent"":""no""}}","null","null","null","null"
"1572919535-9433","https://www.zillow.com/homes/concord-CA_rb/","","https://www.zillow.com/homedetails/5722-Roanwood-Way-Concord-CA-94521/18361374_zpid/","Concord, CA 94521","Pre-foreclosure","5722 Roanwood Way,","","","","","","","5","https://www.zillow.com/concord-ca/5_p/","","","null","4","null","$728,520","$728,520","Single Family","1969","Forced air","Central","Single Family","0.28 acres","null","8","8","10","No Data","null","null","null","null"
