Area Name,Forecast indicator,Month of Date,Lower Prediction Interval for Accurate rate,Upper Prediction Interval for Accurate rate,Accurate rate
Santa Clara County,Actual,May-19,,,0.021306953
Santa Clara County,Actual,Jun-19,,,0.026315789
Santa Clara County,Actual,Jul-19,,,0.027715145
Santa Clara County,Actual,Aug-19,,,0.026276276
Alameda County,Estimate,Sep-19,0.023073439,0.030241426,0.026657432
Alameda County,Estimate,Oct-19,0.021747035,0.030707018,0.026227027
Alameda County,Estimate,Nov-19,0.019023513,0.030497889,0.024760701
Alameda County,Estimate,Dec-19,0.015131208,0.029689457,0.022410332
Alameda County,Estimate,Jan-20,0.01727746,0.035375738,0.026326599
Alameda County,Estimate,Feb-20,0.013176591,0.035197013,0.024186802
Alameda County,Estimate,Mar-20,0.010469738,0.036745565,0.023607652
Alameda County,Estimate,April 2020,0.003966316,0.03479699,0.019381653
Alameda County,Estimate,May-20,0.000501715,0.036161995,0.018331855
Alameda County,Estimate,Jun-20,0.002972223,0.043717985,0.023345104
Alameda County,Estimate,Jul-20,0.002048707,0.048120795,0.025084751
Alameda County,Estimate,Aug-20,-0.002628502,0.048998418,0.023184958
Alameda County,Estimate,Sep-20,-0.009922761,0.047663692,0.018870465
Alameda County,Estimate,Oct-20,-0.013335447,0.050215566,0.01844006
Alameda County,Estimate,Nov-20,-0.017886027,0.051833495,0.016973734
Alameda County,Estimate,Dec-20,-0.023418925,0.052665655,0.014623365
Alameda County,Actual,Jan-90,,,0.038427431
Alameda County,Actual,Feb-90,,,0.037256939
Alameda County,Actual,Mar-90,,,0.036223278
Alameda County,Actual,April 1990,,,0.038581856
Alameda County,Actual,May-90,,,0.037845058
Alameda County,Actual,Jun-90,,,0.040076617
Alameda County,Actual,Jul-90,,,0.044902735
Alameda County,Actual,Aug-90,,,0.042865531
Alameda County,Actual,Sep-90,,,0.043272081
Alameda County,Actual,Oct-90,,,0.041311379
Alameda County,Actual,Nov-90,,,0.042884418
Alameda County,Actual,Dec-90,,,0.042340488
Alameda County,Actual,Jan-91,,,0.051373422
Alameda County,Actual,Feb-91,,,0.05277241
Alameda County,Actual,Mar-91,,,0.052584537
Alameda County,Actual,April 1991,,,0.051121076
Alameda County,Actual,May-91,,,0.052923538
Alameda County,Actual,Jun-91,,,0.056388188
Alameda County,Actual,Jul-91,,,0.058581706
Alameda County,Actual,Aug-91,,,0.056951673
Alameda County,Actual,Sep-91,,,0.057004977
Alameda County,Actual,Oct-91,,,0.054569852
Alameda County,Actual,Nov-91,,,0.05257686
Alameda County,Actual,Dec-91,,,0.051476042
Alameda County,Actual,Jan-92,,,0.063037674
Alameda County,Actual,Feb-92,,,0.063848655
Alameda County,Actual,Mar-92,,,0.062989797
Alameda County,Actual,April 1992,,,0.062369753
Alameda County,Actual,May-92,,,0.064669238
Alameda County,Actual,Jun-92,,,0.070294118
Alameda County,Actual,Jul-92,,,0.071281901
Alameda County,Actual,Aug-92,,,0.069517931
Alameda County,Actual,Sep-92,,,0.067763938
Alameda County,Actual,Oct-92,,,0.062638172
Alameda County,Actual,Nov-92,,,0.06450191
Alameda County,Actual,Dec-92,,,0.061056348
Alameda County,Actual,Jan-93,,,0.067974049
Alameda County,Actual,Feb-93,,,0.068271913
Alameda County,Actual,Mar-93,,,0.06605721
Alameda County,Actual,April 1993,,,0.06527881
Alameda County,Actual,May-93,,,0.064721564
Alameda County,Actual,Jun-93,,,0.069107484
Alameda County,Actual,Jul-93,,,0.072161924
Alameda County,Actual,Aug-93,,,0.070327412
Alameda County,Actual,Sep-93,,,0.068435962
Alameda County,Actual,Oct-93,,,0.06548933
Alameda County,Actual,Nov-93,,,0.062527586
Alameda County,Actual,Dec-93,,,0.057559252
Alameda County,Actual,Jan-94,,,0.067938371
Alameda County,Actual,Feb-94,,,0.065924407
Alameda County,Actual,Mar-94,,,0.063457008
Alameda County,Actual,April 1994,,,0.062287823
Alameda County,Actual,May-94,,,0.058823529
Alameda County,Actual,Jun-94,,,0.063209076
Alameda County,Actual,Jul-94,,,0.066940693
Alameda County,Actual,Aug-94,,,0.065497076
Alameda County,Actual,Sep-94,,,0.061659027
Alameda County,Actual,Oct-94,,,0.057503301
Alameda County,Actual,Nov-94,,,0.053243124
Alameda County,Actual,Dec-94,,,0.047977561
Alameda County,Actual,Jan-95,,,0.057057949
Alameda County,Actual,Feb-95,,,0.054429818
Alameda County,Actual,Mar-95,,,0.054839188
Alameda County,Actual,April 1995,,,0.058727327
Alameda County,Actual,May-95,,,0.056485356
Alameda County,Actual,Jun-95,,,0.060103627
Alameda County,Actual,Jul-95,,,0.064997804
Alameda County,Actual,Aug-95,,,0.062527521
Alameda County,Actual,Sep-95,,,0.059606567
Alameda County,Actual,Oct-95,,,0.057155451
Alameda County,Actual,Nov-95,,,0.05339233
Alameda County,Actual,Dec-95,,,0.047611985
Alameda County,Actual,Jan-96,,,0.056426332
Alameda County,Actual,Feb-96,,,0.052137643
Alameda County,Actual,Mar-96,,,0.051438795
Alameda County,Actual,April 1996,,,0.051628396
Alameda County,Actual,May-96,,,0.051090529
Alameda County,Actual,Jun-96,,,0.051138043
Alameda County,Actual,Jul-96,,,0.056504599
Alameda County,Actual,Aug-96,,,0.051519155
Alameda County,Actual,Sep-96,,,0.050645919
Alameda County,Actual,Oct-96,,,0.047839954
Alameda County,Actual,Nov-96,,,0.045520441
Alameda County,Actual,Dec-96,,,0.040934824
Alameda County,Actual,Jan-97,,,0.049591599
Alameda County,Actual,Feb-97,,,0.047022856
Alameda County,Actual,Mar-97,,,0.045935372
Alameda County,Actual,April 1997,,,0.043656008
Alameda County,Actual,May-97,,,0.043231441
Alameda County,Actual,Jun-97,,,0.047254335
Alameda County,Actual,Jul-97,,,0.049584408
Alameda County,Actual,Aug-97,,,0.048090726
Alameda County,Actual,Sep-97,,,0.046531667
Alameda County,Actual,Oct-97,,,0.041636858
Alameda County,Actual,Nov-97,,,0.038357336
Alameda County,Actual,Dec-97,,,0.035155138
Alameda County,Actual,Jan-98,,,0.042079563
Alameda County,Actual,Feb-98,,,0.040790039
Alameda County,Actual,Mar-98,,,0.041535826
Alameda County,Actual,April 1998,,,0.038241192
Alameda County,Actual,May-98,,,0.03847254
Alameda County,Actual,Jun-98,,,0.043472064
Alameda County,Actual,Jul-98,,,0.046138558
Alameda County,Actual,Aug-98,,,0.045557763
Alameda County,Actual,Sep-98,,,0.044822695
Alameda County,Actual,Oct-98,,,0.042685512
Alameda County,Actual,Nov-98,,,0.039030576
Alameda County,Actual,Dec-98,,,0.034589426
Alameda County,Actual,Jan-99,,,0.040011271
Alameda County,Actual,Feb-99,,,0.038136786
Alameda County,Actual,Mar-99,,,0.036667603
Alameda County,Actual,April 1999,,,0.035151856
Alameda County,Actual,May-99,,,0.032285233
Alameda County,Actual,Jun-99,,,0.037436904
Alameda County,Actual,Jul-99,,,0.039530661
Alameda County,Actual,Aug-99,,,0.035784177
Alameda County,Actual,Sep-99,,,0.034579702
Alameda County,Actual,Oct-99,,,0.032249058
Alameda County,Actual,Nov-99,,,0.029948461
Alameda County,Actual,Dec-99,,,0.026417704
Alameda County,Actual,Jan-00,,,0.038294512
Alameda County,Actual,Feb-00,,,0.037832177
Alameda County,Actual,Mar-00,,,0.038496672
Alameda County,Actual,April 2000,,,0.034279733
Alameda County,Actual,May-00,,,0.035165989
Alameda County,Actual,Jun-00,,,0.039190241
Alameda County,Actual,Jul-00,,,0.040678844
Alameda County,Actual,Aug-00,,,0.038903968
Alameda County,Actual,Sep-00,,,0.03526809
Alameda County,Actual,Oct-00,,,0.033436612
Alameda County,Actual,Nov-00,,,0.033024929
Alameda County,Actual,Dec-00,,,0.029280143
Alameda County,Actual,Jan-01,,,0.036994368
Alameda County,Actual,Feb-01,,,0.035563515
Alameda County,Actual,Mar-01,,,0.038780457
Alameda County,Actual,April 2001,,,0.039210628
Alameda County,Actual,May-01,,,0.039378238
Alameda County,Actual,Jun-01,,,0.047705003
Alameda County,Actual,Jul-01,,,0.050982407
Alameda County,Actual,Aug-01,,,0.054997424
Alameda County,Actual,Sep-01,,,0.053827288
Alameda County,Actual,Oct-01,,,0.058664955
Alameda County,Actual,Nov-01,,,0.059966542
Alameda County,Actual,Dec-01,,,0.057242089
Alameda County,Actual,Jan-02,,,0.067021001
Alameda County,Actual,Feb-02,,,0.064736165
Alameda County,Actual,Mar-02,,,0.066975786
Alameda County,Actual,April 2002,,,0.06503642
Alameda County,Actual,May-02,,,0.062149106
Alameda County,Actual,Jun-02,,,0.068642746
Alameda County,Actual,Jul-02,,,0.069565217
Alameda County,Actual,Aug-02,,,0.068549955
Alameda County,Actual,Sep-02,,,0.065956894
Alameda County,Actual,Oct-02,,,0.066718386
Alameda County,Actual,Nov-02,,,0.067963684
Alameda County,Actual,Dec-02,,,0.065051186
Alameda County,Actual,Jan-03,,,0.07136322
Alameda County,Actual,Feb-03,,,0.069721896
Alameda County,Actual,Mar-03,,,0.070315569
Alameda County,Actual,April 2003,,,0.067769689
Alameda County,Actual,May-03,,,0.065501601
Alameda County,Actual,Jun-03,,,0.074413052
Alameda County,Actual,Jul-03,,,0.072589238
Alameda County,Actual,Aug-03,,,0.069674319
Alameda County,Actual,Sep-03,,,0.066362783
Alameda County,Actual,Oct-03,,,0.065342046
Alameda County,Actual,Nov-03,,,0.065098977
Alameda County,Actual,Dec-03,,,0.058909769
Alameda County,Actual,Jan-04,,,0.066201155
Alameda County,Actual,Feb-04,,,0.063355705
Alameda County,Actual,Mar-04,,,0.065888352
Alameda County,Actual,April 2004,,,0.059549647
Alameda County,Actual,May-04,,,0.055956433
Alameda County,Actual,Jun-04,,,0.060941081
Alameda County,Actual,Jul-04,,,0.061282086
Alameda County,Actual,Aug-04,,,0.057458862
Alameda County,Actual,Sep-04,,,0.053694915
Alameda County,Actual,Oct-04,,,0.053908356
Alameda County,Actual,Nov-04,,,0.053777897
Alameda County,Actual,Dec-04,,,0.050114509
Alameda County,Actual,Jan-05,,,0.054951034
Alameda County,Actual,Feb-05,,,0.055842391
Alameda County,Actual,Mar-05,,,0.054223433
Alameda County,Actual,April 2005,,,0.049746471
Alameda County,Actual,May-05,,,0.04733809
Alameda County,Actual,Jun-05,,,0.052107489
Alameda County,Actual,Jul-05,,,0.054116371
Alameda County,Actual,Aug-05,,,0.051309895
Alameda County,Actual,Sep-05,,,0.050428164
Alameda County,Actual,Oct-05,,,0.049300557
Alameda County,Actual,Nov-05,,,0.049347471
Alameda County,Actual,Dec-05,,,0.043395197
Alameda County,Actual,Jan-06,,,0.046390338
Alameda County,Actual,Feb-06,,,0.046588106
Alameda County,Actual,Mar-06,,,0.045995893
Alameda County,Actual,April 2006,,,0.04368732
Alameda County,Actual,May-06,,,0.040979098
Alameda County,Actual,Jun-06,,,0.045758776
Alameda County,Actual,Jul-06,,,0.04896243
Alameda County,Actual,Aug-06,,,0.046508475
Alameda County,Actual,Sep-06,,,0.043028322
Alameda County,Actual,Oct-06,,,0.041424123
Alameda County,Actual,Nov-06,,,0.043167409
Alameda County,Actual,Dec-06,,,0.039962198
Alameda County,Actual,Jan-07,,,0.046815974
Alameda County,Actual,Feb-07,,,0.045607426
Alameda County,Actual,Mar-07,,,0.045247046
Alameda County,Actual,April 2007,,,0.043554953
Alameda County,Actual,May-07,,,0.042123798
Alameda County,Actual,Jun-07,,,0.047862329
Alameda County,Actual,Jul-07,,,0.051443079
Alameda County,Actual,Aug-07,,,0.049182525
Alameda County,Actual,Sep-07,,,0.048046039
Alameda County,Actual,Oct-07,,,0.048516439
Alameda County,Actual,Nov-07,,,0.048333555
Alameda County,Actual,Dec-07,,,0.047536618
Alameda County,Actual,Jan-08,,,0.051593121
Alameda County,Actual,Feb-08,,,0.050854245
Alameda County,Actual,Mar-08,,,0.054172767
Alameda County,Actual,April 2008,,,0.050867824
Alameda County,Actual,May-08,,,0.055392419
Alameda County,Actual,Jun-08,,,0.061556791
Alameda County,Actual,Jul-08,,,0.066134102
Alameda County,Actual,Aug-08,,,0.068232515
Alameda County,Actual,Sep-08,,,0.066649104
Alameda County,Actual,Oct-08,,,0.069752196
Alameda County,Actual,Nov-08,,,0.07304918
Alameda County,Actual,Dec-08,,,0.07631786
Alameda County,Actual,Jan-09,,,0.088751966
Alameda County,Actual,Feb-09,,,0.093349044
Alameda County,Actual,Mar-09,,,0.098807496
Alameda County,Actual,April 2009,,,0.096295323
Alameda County,Actual,May-09,,,0.099643188
Alameda County,Actual,Jun-09,,,0.107217848
Alameda County,Actual,Jul-09,,,0.10970684
Alameda County,Actual,Aug-09,,,0.109897341
Alameda County,Actual,Sep-09,,,0.107901332
Alameda County,Actual,Oct-09,,,0.108506716
Alameda County,Actual,Nov-09,,,0.106433364
Alameda County,Actual,Dec-09,,,0.104483534
Alameda County,Actual,Jan-10,,,0.11190873
Alameda County,Actual,Feb-10,,,0.110143443
Alameda County,Actual,Mar-10,,,0.111464968
Alameda County,Actual,April 2010,,,0.108421455
Alameda County,Actual,May-10,,,0.105687932
Alameda County,Actual,Jun-10,,,0.10968898
Alameda County,Actual,Jul-10,,,0.113390241
Alameda County,Actual,Aug-10,,,0.112204473
Alameda County,Actual,Sep-10,,,0.107447486
Alameda County,Actual,Oct-10,,,0.106927904
Alameda County,Actual,Nov-10,,,0.108826159
Alameda County,Actual,Dec-10,,,0.10369991
Alameda County,Actual,Jan-11,,,0.108344031
Alameda County,Actual,Feb-11,,,0.105229346
Alameda County,Actual,Mar-11,,,0.10424661
Alameda County,Actual,April 2011,,,0.099590374
Alameda County,Actual,May-11,,,0.098297709
Alameda County,Actual,Jun-11,,,0.104673373
Alameda County,Actual,Jul-11,,,0.105070173
Alameda County,Actual,Aug-11,,,0.103017296
Alameda County,Actual,Sep-11,,,0.099406341
Alameda County,Actual,Oct-11,,,0.097631645
Alameda County,Actual,Nov-11,,,0.094132492
Alameda County,Actual,Dec-11,,,0.091138283
Alameda County,Actual,Jan-12,,,0.093520628
Alameda County,Actual,Feb-12,,,0.092891354
Alameda County,Actual,Mar-12,,,0.09167505
Alameda County,Actual,April 2012,,,0.08576481
Alameda County,Actual,May-12,,,0.085822306
Alameda County,Actual,Jun-12,,,0.090920492
Alameda County,Actual,Jul-12,,,0.092357481
Alameda County,Actual,Aug-12,,,0.089149707
Alameda County,Actual,Sep-12,,,0.081627559
Alameda County,Actual,Oct-12,,,0.081946859
Alameda County,Actual,Nov-12,,,0.079143853
Alameda County,Actual,Dec-12,,,0.077878524
Alameda County,Actual,Jan-13,,,0.082659031
Alameda County,Actual,Feb-13,,,0.077986795
Alameda County,Actual,Mar-13,,,0.075339903
Alameda County,Actual,April 2013,,,0.070017504
Alameda County,Actual,May-13,,,0.069770344
Alameda County,Actual,Jun-13,,,0.076118101
Alameda County,Actual,Jul-13,,,0.076562114
Alameda County,Actual,Aug-13,,,0.073388799
Alameda County,Actual,Sep-13,,,0.069149597
Alameda County,Actual,Oct-13,,,0.069512043
Alameda County,Actual,Nov-13,,,0.065453185
Alameda County,Actual,Dec-13,,,0.061623246
Alameda County,Actual,Jan-14,,,0.06449593
Alameda County,Actual,Feb-14,,,0.064423676
Alameda County,Actual,Mar-14,,,0.063486147
Alameda County,Actual,April 2014,,,0.05514568
Alameda County,Actual,May-14,,,0.055991041
Alameda County,Actual,Jun-14,,,0.058685155
Alameda County,Actual,Jul-14,,,0.062829795
Alameda County,Actual,Aug-14,,,0.060912454
Alameda County,Actual,Sep-14,,,0.055466535
Alameda County,Actual,Oct-14,,,0.0544919
Alameda County,Actual,Nov-14,,,0.053295761
Alameda County,Actual,Dec-14,,,0.048885605
Alameda County,Actual,Jan-15,,,0.053459506
Alameda County,Actual,Feb-15,,,0.050601818
Alameda County,Actual,Mar-15,,,0.049282825
Alameda County,Actual,April 2015,,,0.045750031
Alameda County,Actual,May-15,,,0.04648042
Alameda County,Actual,Jun-15,,,0.04877454
Alameda County,Actual,Jul-15,,,0.051024118
Alameda County,Actual,Aug-15,,,0.048134192
Alameda County,Actual,Sep-15,,,0.04437942
Alameda County,Actual,Oct-15,,,0.044990272
Alameda County,Actual,Nov-15,,,0.044185482
Alameda County,Actual,Dec-15,,,0.042121874
Alameda County,Actual,Jan-16,,,0.04447685
Alameda County,Actual,Feb-16,,,0.043709249
Alameda County,Actual,Mar-16,,,0.044163658
Alameda County,Actual,April 2016,,,0.041611225
Alameda County,Actual,May-16,,,0.038964182
Alameda County,Actual,Jun-16,,,0.045224922
Alameda County,Actual,Jul-16,,,0.04686941
Alameda County,Actual,Aug-16,,,0.045699246
Alameda County,Actual,Sep-16,,,0.043042804
Alameda County,Actual,Oct-16,,,0.04290311
Alameda County,Actual,Nov-16,,,0.039784946
Alameda County,Actual,Dec-16,,,0.038272346
Alameda County,Actual,Jan-17,,,0.042698242
Alameda County,Actual,Feb-17,,,0.039947532
Alameda County,Actual,Mar-17,,,0.03801378
Alameda County,Actual,April 2017,,,0.035184299
Alameda County,Actual,May-17,,,0.034247396
Alameda County,Actual,Jun-17,,,0.038727359
Alameda County,Actual,Jul-17,,,0.040775322
Alameda County,Actual,Aug-17,,,0.04012822
Alameda County,Actual,Sep-17,,,0.034743559
Alameda County,Actual,Oct-17,,,0.033594492
Alameda County,Actual,Nov-17,,,0.03233476
Alameda County,Actual,Dec-17,,,0.030657283
Alameda County,Actual,Jan-18,,,0.033476805
Alameda County,Actual,Feb-18,,,0.032227488
Alameda County,Actual,Mar-18,,,0.030865658
Alameda County,Actual,April 2018,,,0.028163993
Alameda County,Actual,May-18,,,0.025987896
Alameda County,Actual,Jun-18,,,0.032456037
Alameda County,Actual,Jul-18,,,0.032435597
Alameda County,Actual,Aug-18,,,0.031744159
Alameda County,Actual,Sep-18,,,0.028188865
Alameda County,Actual,Oct-18,,,0.029039813
Alameda County,Actual,Nov-18,,,0.027887981
Alameda County,Actual,Dec-18,,,0.027874971
Alameda County,Actual,Jan-19,,,0.034185043
Alameda County,Actual,Feb-19,,,0.031180919
Alameda County,Actual,Mar-19,,,0.032901645
Alameda County,Actual,April 2019,,,0.02691806
Alameda County,Actual,May-19,,,0.025322447
Alameda County,Actual,Jun-19,,,0.030876612
Alameda County,Actual,Jul-19,,,0.032951624
Alameda County,Actual,Aug-19,,,0.031158487
Contra Costa County,Estimate,Sep-19,0.023608487,0.030619748,0.027114118
Contra Costa County,Estimate,Oct-19,0.022120494,0.030537804,0.026329149
Contra Costa County,Estimate,Nov-19,0.019352522,0.029580054,0.024466288
Contra Costa County,Estimate,Dec-19,0.016216722,0.028588697,0.022402709
Contra Costa County,Estimate,Jan-20,0.019240529,0.03403564,0.026638085
Contra Costa County,Estimate,Feb-20,0.015859393,0.033316344,0.024587869
Contra Costa County,Estimate,Mar-20,0.013911172,0.0342402,0.024075686
Contra Costa County,Estimate,April 2020,0.007914396,0.031305037,0.019609717
Contra Costa County,Estimate,May-20,0.005043543,0.031669797,0.01835667
Contra Costa County,Estimate,Jun-20,0.00907712,0.039100935,0.024089028
Contra Costa County,Estimate,Jul-20,0.008778172,0.042351857,0.025565014
Contra Costa County,Estimate,Aug-20,0.004582007,0.041849957,0.023215982
Contra Costa County,Estimate,Sep-20,-0.00219576,0.039149709,0.018476974
Contra Costa County,Estimate,Oct-20,-0.00495202,0.040336032,0.017692006
Contra Costa County,Estimate,Nov-20,-0.008851186,0.040509475,0.015829145
Contra Costa County,Estimate,Dec-20,-0.013013639,0.040544771,0.013765566
Contra Costa County,Actual,Jan-90,,,0.038178473
Contra Costa County,Actual,Feb-90,,,0.037182448
Contra Costa County,Actual,Mar-90,,,0.035367545
Contra Costa County,Actual,April 1990,,,0.036236934
Contra Costa County,Actual,May-90,,,0.035639898
Contra Costa County,Actual,Jun-90,,,0.038567493
Contra Costa County,Actual,Jul-90,,,0.044823663
Contra Costa County,Actual,Aug-90,,,0.042922374
Contra Costa County,Actual,Sep-90,,,0.043999079
Contra Costa County,Actual,Oct-90,,,0.042703814
Contra Costa County,Actual,Nov-90,,,0.043378995
Contra Costa County,Actual,Dec-90,,,0.042742857
Contra Costa County,Actual,Jan-91,,,0.053403621
Contra Costa County,Actual,Feb-91,,,0.053743684
Contra Costa County,Actual,Mar-91,,,0.054929901
Contra Costa County,Actual,April 1991,,,0.052412838
Contra Costa County,Actual,May-91,,,0.05462963
Contra Costa County,Actual,Jun-91,,,0.057110092
Contra Costa County,Actual,Jul-91,,,0.058369294
Contra Costa County,Actual,Aug-91,,,0.054851348
Contra Costa County,Actual,Sep-91,,,0.055373832
Contra Costa County,Actual,Oct-91,,,0.05246129
Contra Costa County,Actual,Nov-91,,,0.05304248
Contra Costa County,Actual,Dec-91,,,0.051617343
Contra Costa County,Actual,Jan-92,,,0.062087787
Contra Costa County,Actual,Feb-92,,,0.063844238
Contra Costa County,Actual,Mar-92,,,0.062117434
Contra Costa County,Actual,April 1992,,,0.060758337
Contra Costa County,Actual,May-92,,,0.062827225
Contra Costa County,Actual,Jun-92,,,0.06881769
Contra Costa County,Actual,Jul-92,,,0.071027197
Contra Costa County,Actual,Aug-92,,,0.069981998
Contra Costa County,Actual,Sep-92,,,0.069582956
Contra Costa County,Actual,Oct-92,,,0.064021641
Contra Costa County,Actual,Nov-92,,,0.065422662
Contra Costa County,Actual,Dec-92,,,0.064240791
Contra Costa County,Actual,Jan-93,,,0.0702861
Contra Costa County,Actual,Feb-93,,,0.067941507
Contra Costa County,Actual,Mar-93,,,0.065747854
Contra Costa County,Actual,April 1993,,,0.063669557
Contra Costa County,Actual,May-93,,,0.063593005
Contra Costa County,Actual,Jun-93,,,0.068094701
Contra Costa County,Actual,Jul-93,,,0.070866142
Contra Costa County,Actual,Aug-93,,,0.068079351
Contra Costa County,Actual,Sep-93,,,0.067017383
Contra Costa County,Actual,Oct-93,,,0.065163472
Contra Costa County,Actual,Nov-93,,,0.062851994
Contra Costa County,Actual,Dec-93,,,0.058770547
Contra Costa County,Actual,Jan-94,,,0.066578191
Contra Costa County,Actual,Feb-94,,,0.064929329
Contra Costa County,Actual,Mar-94,,,0.063192905
Contra Costa County,Actual,April 1994,,,0.06159662
Contra Costa County,Actual,May-94,,,0.060075371
Contra Costa County,Actual,Jun-94,,,0.064051418
Contra Costa County,Actual,Jul-94,,,0.067800353
Contra Costa County,Actual,Aug-94,,,0.064359709
Contra Costa County,Actual,Sep-94,,,0.061665183
Contra Costa County,Actual,Oct-94,,,0.059082892
Contra Costa County,Actual,Nov-94,,,0.055666004
Contra Costa County,Actual,Dec-94,,,0.052014166
Contra Costa County,Actual,Jan-95,,,0.062085727
Contra Costa County,Actual,Feb-95,,,0.056903397
Contra Costa County,Actual,Mar-95,,,0.057445868
Contra Costa County,Actual,April 1995,,,0.059515878
Contra Costa County,Actual,May-95,,,0.05673442
Contra Costa County,Actual,Jun-95,,,0.059565988
Contra Costa County,Actual,Jul-95,,,0.062321703
Contra Costa County,Actual,Aug-95,,,0.059432093
Contra Costa County,Actual,Sep-95,,,0.058237378
Contra Costa County,Actual,Oct-95,,,0.052538631
Contra Costa County,Actual,Nov-95,,,0.050431321
Contra Costa County,Actual,Dec-95,,,0.047882953
Contra Costa County,Actual,Jan-96,,,0.057603178
Contra Costa County,Actual,Feb-96,,,0.05474934
Contra Costa County,Actual,Mar-96,,,0.054969217
Contra Costa County,Actual,April 1996,,,0.052386238
Contra Costa County,Actual,May-96,,,0.050873701
Contra Costa County,Actual,Jun-96,,,0.048694889
Contra Costa County,Actual,Jul-96,,,0.052528761
Contra Costa County,Actual,Aug-96,,,0.047774869
Contra Costa County,Actual,Sep-96,,,0.047743623
Contra Costa County,Actual,Oct-96,,,0.044788975
Contra Costa County,Actual,Nov-96,,,0.044272512
Contra Costa County,Actual,Dec-96,,,0.041245972
Contra Costa County,Actual,Jan-97,,,0.048213517
Contra Costa County,Actual,Feb-97,,,0.045141874
Contra Costa County,Actual,Mar-97,,,0.04408303
Contra Costa County,Actual,April 1997,,,0.04119931
Contra Costa County,Actual,May-97,,,0.040653904
Contra Costa County,Actual,Jun-97,,,0.044017094
Contra Costa County,Actual,Jul-97,,,0.045396691
Contra Costa County,Actual,Aug-97,,,0.043579932
Contra Costa County,Actual,Sep-97,,,0.041905977
Contra Costa County,Actual,Oct-97,,,0.038095238
Contra Costa County,Actual,Nov-97,,,0.036225779
Contra Costa County,Actual,Dec-97,,,0.034229315
Contra Costa County,Actual,Jan-98,,,0.042333614
Contra Costa County,Actual,Feb-98,,,0.040327662
Contra Costa County,Actual,Mar-98,,,0.040243136
Contra Costa County,Actual,April 1998,,,0.034991568
Contra Costa County,Actual,May-98,,,0.034141201
Contra Costa County,Actual,Jun-98,,,0.03785489
Contra Costa County,Actual,Jul-98,,,0.039228026
Contra Costa County,Actual,Aug-98,,,0.037169257
Contra Costa County,Actual,Sep-98,,,0.035909282
Contra Costa County,Actual,Oct-98,,,0.032677
Contra Costa County,Actual,Nov-98,,,0.030644153
Contra Costa County,Actual,Dec-98,,,0.029240979
Contra Costa County,Actual,Jan-99,,,0.03420398
Contra Costa County,Actual,Feb-99,,,0.033898305
Contra Costa County,Actual,Mar-99,,,0.03239117
Contra Costa County,Actual,April 1999,,,0.030171523
Contra Costa County,Actual,May-99,,,0.027038184
Contra Costa County,Actual,Jun-99,,,0.030359356
Contra Costa County,Actual,Jul-99,,,0.033894823
Contra Costa County,Actual,Aug-99,,,0.03181445
Contra Costa County,Actual,Sep-99,,,0.030747008
Contra Costa County,Actual,Oct-99,,,0.029080483
Contra Costa County,Actual,Nov-99,,,0.027959184
Contra Costa County,Actual,Dec-99,,,0.025303644
Contra Costa County,Actual,Jan-00,,,0.038158692
Contra Costa County,Actual,Feb-00,,,0.037951807
Contra Costa County,Actual,Mar-00,,,0.038831065
Contra Costa County,Actual,April 2000,,,0.033935743
Contra Costa County,Actual,May-00,,,0.034448026
Contra Costa County,Actual,Jun-00,,,0.03807056
Contra Costa County,Actual,Jul-00,,,0.039020506
Contra Costa County,Actual,Aug-00,,,0.037346047
Contra Costa County,Actual,Sep-00,,,0.033986405
Contra Costa County,Actual,Oct-00,,,0.032513878
Contra Costa County,Actual,Nov-00,,,0.032544379
Contra Costa County,Actual,Dec-00,,,0.029423303
Contra Costa County,Actual,Jan-01,,,0.036561649
Contra Costa County,Actual,Feb-01,,,0.034797823
Contra Costa County,Actual,Mar-01,,,0.036691904
Contra Costa County,Actual,April 2001,,,0.03539127
Contra Costa County,Actual,May-01,,,0.03364338
Contra Costa County,Actual,Jun-01,,,0.040631164
Contra Costa County,Actual,Jul-01,,,0.042691324
Contra Costa County,Actual,Aug-01,,,0.044501582
Contra Costa County,Actual,Sep-01,,,0.042831648
Contra Costa County,Actual,Oct-01,,,0.045652174
Contra Costa County,Actual,Nov-01,,,0.047336106
Contra Costa County,Actual,Dec-01,,,0.045490506
Contra Costa County,Actual,Jan-02,,,0.054377699
Contra Costa County,Actual,Feb-02,,,0.052959502
Contra Costa County,Actual,Mar-02,,,0.056074766
Contra Costa County,Actual,April 2002,,,0.054245283
Contra Costa County,Actual,May-02,,,0.051863538
Contra Costa County,Actual,Jun-02,,,0.058696506
Contra Costa County,Actual,Jul-02,,,0.060493344
Contra Costa County,Actual,Aug-02,,,0.059984369
Contra Costa County,Actual,Sep-02,,,0.056991774
Contra Costa County,Actual,Oct-02,,,0.057549746
Contra Costa County,Actual,Nov-02,,,0.059640203
Contra Costa County,Actual,Dec-02,,,0.057008981
Contra Costa County,Actual,Jan-03,,,0.062900408
Contra Costa County,Actual,Feb-03,,,0.060547254
Contra Costa County,Actual,Mar-03,,,0.062026055
Contra Costa County,Actual,April 2003,,,0.059921415
Contra Costa County,Actual,May-03,,,0.058555885
Contra Costa County,Actual,Jun-03,,,0.066167783
Contra Costa County,Actual,Jul-03,,,0.064650059
Contra Costa County,Actual,Aug-03,,,0.062004754
